机构名称,当前状态,上市地点,拟发行数量,申报日期,上会日期,申购日期,上市日期,主承销商,承销方式,9,发行前总股本,发行后总股本,13,占发行后总股本比例,发审委委员,网站,公司代码,yyy,时间戳,简称,详情链接,文件链接
洛阳涧光特种装备,未上会,上交所,22733300,2021/1/22,,,,东方证券,余额包销,1,68200000,90933300,1020000000,0.25,,,80442747,213266,AN202101221453218292,涧光股份,data.eastmoney.com/xg/gh/detail/80442747.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101221453218292_1.pdf
宁波德昌电机,未上会,上交所,50000000,2021/1/22,,,,中信证券,余额包销,1,139980000,189980000,1281687700,0.26319,,,80604055,213274,AN202101221453217670,德昌股份,data.eastmoney.com/xg/gh/detail/80604055.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101221453217670_1.pdf
宁波大叶园林工业,未上会,上交所,36733400,2021/1/22,,,,国泰君安证券,余额包销,1,110200000,146933400,721860400,0.25,,,81043506,213270,AN202101221453217671,大叶工业,data.eastmoney.com/xg/gh/detail/81043506.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101221453217671_1.pdf
绿田机械,未上会,上交所,22000000,2021/1/20,,,,长江证券,余额包销,1,66000000,88000000,536588400,0.25,,,80994706,213171,AN202101201452481085,绿田机械,data.eastmoney.com/xg/gh/detail/80994706.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101201452481085_1.pdf
上海港湾基础建设（集团）,未上会,上交所,43200000,2021/1/20,,,,中原证券,余额包销,1,129550000,172750000,918578200,0.25007,,,81022690,213277,AN202101201452507911,上海港湾,data.eastmoney.com/xg/gh/detail/81022690.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101201452507911_1.pdf
北京菜市口百货,未上会,上交所,77777800,2021/1/19,,,,中信证券,余额包销,1,700000000,777777800,1250073200,0.1,,,80172115,213841,AN202101191452142240,菜百股份,data.eastmoney.com/xg/gh/detail/80172115.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101191452142240_1.pdf
大通（福建）新材料,未上会,上交所,136670000,2021/1/14,,,,中信证券,余额包销,1,410000000,546670000,599477700,0.25,,,80063156,213398,AN202101141450563909,大通新材,data.eastmoney.com/xg/gh/detail/80063156.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101141450563909_1.pdf
海程邦达供应链管理,未上会,上交所,51310000,2021/1/14,,,,华林证券,余额包销,1,153925237,205235237,602037600,0.25001,,,81001420,213259,AN202101141450563910,海程邦达,data.eastmoney.com/xg/gh/detail/81001420.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101141450563910_1.pdf
铜陵有色金属集团铜冠矿山建设,未上会,上交所,50000000,2021/1/13,,,,天风证券,余额包销,1,150000000,200000000,440000000,0.25,,,81018560,213276,AN202101131450238816,铜冠矿建,data.eastmoney.com/xg/gh/detail/81018560.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101131450238816_1.pdf
恒盛能源,未上会,上交所,50000000,2021/1/12,,,,申万宏源证券,余额包销,1,150000000,200000000,364250000,0.25,,,80636557,213267,AN202101121449911168,恒盛能源,data.eastmoney.com/xg/gh/detail/80636557.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101121449911168_1.pdf
浙江盛泰服装集团,未上会,上交所,56000000,2021/1/12,,,,中信证券,余额包销,1,500000000,556000000,695001100,0.10072,,,80994742,213268,AN202101121449911169,盛泰集团,data.eastmoney.com/xg/gh/detail/80994742.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101121449911169_1.pdf
湖北省鄂旅投旅游发展,未上会,上交所,38670000,2021/1/8,,,,华创证券,余额包销,1,116000000,154670000,377775300,0.25002,,,80667058,214908,AN202101081448816529,鄂旅股份,data.eastmoney.com/xg/gh/detail/80667058.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101081448816529_1.pdf
永道射频技术,未上会,上交所,65000000,2021/1/8,,,,光大证券,余额包销,1,194290000,259290000,618402000,0.25068,,,81021969,213281,AN202101081448816531,永道射频,data.eastmoney.com/xg/gh/detail/81021969.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101081448816531_1.pdf
梦天家居集团,未上会,上交所,55360000,2021/1/4,,,,民生证券,余额包销,1,166000000,221360000,980000000,0.25009,,,81030088,213007,AN202101041446958078,梦天家居,data.eastmoney.com/xg/gh/detail/81030088.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101041446958078_1.pdf
上海建工建材科技集团,未上会,上交所,100000000,2020/12/31,,,,海通证券,余额包销,1,300000000,400000000,2049189200,0.25,,,80019184,214871,AN202012311445789504,建材科技,data.eastmoney.com/xg/gh/detail/80019184.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012311445789504_1.pdf
信达证券,未上会,上交所,972900000,2020/12/31,,,,中信建投证券,余额包销,1,2918700000,3891600000,0,0.25,,,80092742,214907,AN202101081448816530,信达证券,data.eastmoney.com/xg/gh/detail/80092742.html,https://notice.eastmoney.com/pdffile/web/H2_AN202101081448816530_1.pdf
合富（中国）医疗科技,未上会,上交所,99513200,2020/12/31,,,,海通证券,余额包销,1,298539433,398052633,667059000,0.25,,,81023556,214872,AN202012311445784380,合富中国,data.eastmoney.com/xg/gh/detail/81023556.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012311445784380_1.pdf
扬州日兴生物科技,未上会,上交所,41520953,2020/12/29,,,,国金证券,余额包销,1,124562858,166083811,836250600,0.25,,http://topic.eastmoney.com/yzrxswkj/,80395446,43895,AN202012291444863884,日兴生物,data.eastmoney.com/xg/gh/detail/80395446.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012291444863884_1.pdf
利华益维远化学,未上会,上交所,137500000,2020/12/29,,,,中信证券,余额包销,1,412500000,550000000,1878550000,0.25,,,81045726,213280,AN202012291444863885,维远化学,data.eastmoney.com/xg/gh/detail/81045726.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012291444863885_1.pdf
陕西旅游文化产业,未上会,上交所,19333334,2020/12/25,,,,华泰联合证券,余额包销,1,58000000,77333334,850000000,0.25,,,80537687,214784,AN202012281444452075,陕西旅游,data.eastmoney.com/xg/gh/detail/80537687.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012281444452075_1.pdf
宁波富佳实业,未上会,上交所,41000000,2020/12/25,,,,甬兴证券,余额包销,1,360000000,401000000,601775200,0.10224,,,80980834,214875,AN202012311445788565,富佳实业,data.eastmoney.com/xg/gh/detail/80980834.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012311445788565_1.pdf
浙江福莱新材料,上会通过,上交所,30000000,2020/12/22,2021/1/28,,,中信证券,余额包销,1,90000000,120000000,693633600,0.25,杨金忠&sbquo;周波&sbquo;姜志华&sbquo;沈梁军&sbquo;徐艳&sbquo;陈永强&sbquo;余东东,,81032994,213099,AN202012221442661844,福莱新材,data.eastmoney.com/xg/gh/detail/81032994.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012221442661844_1.pdf
永安期货,未上会,上交所,0,2020/12/18,,,,中信建投证券,余额包销,1,1310000000,0,0,0,,,80102901,214780,AN202012281444451774,永安期货,data.eastmoney.com/xg/gh/detail/80102901.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012281444451774_1.pdf
汇通建设集团,未上会,上交所,116666700,2020/12/18,,,,申港证券,余额包销,1,350000000,466666700,510000000,0.25,,,80199110,214779,AN202012281444451775,汇通股份,data.eastmoney.com/xg/gh/detail/80199110.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012281444451775_1.pdf
浙江黎明智造,未上会,上交所,36720000,2020/12/18,,,,光大证券,余额包销,1,110160000,146880000,496635000,0.25,,,81051745,214783,AN202012281444451776,黎明智造,data.eastmoney.com/xg/gh/detail/81051745.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012281444451776_1.pdf
浙江出版传媒,未上会,上交所,230000000,2020/12/16,2021/2/4,,,财通证券,余额包销,1,2000000000,2230000000,2427328000,0.10314,周辉&sbquo;余东东&sbquo;张丰&sbquo;李和金&sbquo;沈洁&sbquo;黄天义&sbquo;黄侦武,,80994730,213098,AN202012161440564957,浙版传媒,data.eastmoney.com/xg/gh/detail/80994730.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012161440564957_1.pdf
湖北犇星新材料,未上会,上交所,63600000,2020/12/16,,,,国泰君安证券,余额包销,1,360000000,423600000,2100000000,0.15014,,,81020319,213104,AN202012161440564373,犇星新材,data.eastmoney.com/xg/gh/detail/81020319.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012161440564373_1.pdf
南京冠石科技,未上会,上交所,18275000,2020/12/16,,,,安信证券,余额包销,1,54824561,73099561,500000000,0.25,,,81083954,213271,AN202012161440564958,冠石科技,data.eastmoney.com/xg/gh/detail/81083954.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012161440564958_1.pdf
浙江物产环保能源,未上会,上交所,114380660,2020/12/11,,,,中信证券,余额包销,1,457522642,571903302,2000000000,0.2,,,80073171,214661,AN202012111439237094,物产环能,data.eastmoney.com/xg/gh/detail/80073171.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012111439237094_1.pdf
唐山曹妃甸木业,未上会,上交所,83517800,2020/12/8,,,,中德证券,余额包销,1,751660000,835177800,233780300,0.1,,,80313848,214642,AN202012091438271227,木业股份,data.eastmoney.com/xg/gh/detail/80313848.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012091438271227_1.pdf
江苏利柏特,未上会,上交所,112268882,2020/12/8,,,,海通证券,余额包销,1,336801118,449070000,773376800,0.25,,,80942006,213094,AN202012091438271221,利柏特,data.eastmoney.com/xg/gh/detail/80942006.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012091438271221_1.pdf
天津鼎维固模架工程,未上会,上交所,75733600,2020/12/8,,,,国泰君安证券,余额包销,1,227200000,302933600,1200000000,0.25,,,80942968,213167,AN202012091438271228,鼎维固,data.eastmoney.com/xg/gh/detail/80942968.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012091438271228_1.pdf
新疆派特罗尔能源服务,未上会,上交所,20000000,2020/12/8,,,,国泰君安证券,余额包销,1,55374848,75374848,1520000000,0.26534,,,80995096,213169,AN202012091438271222,新疆派特,data.eastmoney.com/xg/gh/detail/80995096.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012091438271222_1.pdf
立达信物联科技,未上会,上交所,50000000,2020/12/8,,,,国金证券,余额包销,1,450000000,500000000,1000000000,0.1,,,81036428,213102,AN202012091438271223,立达信,data.eastmoney.com/xg/gh/detail/81036428.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012091438271223_1.pdf
浙江博泰家具,未上会,上交所,25000000,2020/12/4,,,,中信证券,余额包销,1,75000000,100000000,609728800,0.25,,,81052842,213092,AN202012041436714178,博泰家具,data.eastmoney.com/xg/gh/detail/81052842.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012041436714178_1.pdf
福建南方路面机械,未上会,上交所,27101667,2020/12/4,,,,兴业证券,余额包销,1,81305000,108406667,551257200,0.25,,,81119228,214641,AN202012091438271229,南方路机,data.eastmoney.com/xg/gh/detail/81119228.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012091438271229_1.pdf
爱慕,上会通过,上交所,40000000,2020/12/3,2021/1/29,,,中信建投证券,余额包销,1,360000000,400000000,761248600,0.1,马小曼&sbquo;黄天义&sbquo;赵江平&sbquo;周波&sbquo;李德勇&sbquo;张丰&sbquo;庄江波,,80740603,213170,AN202012031436320512,爱慕股份,data.eastmoney.com/xg/gh/detail/80740603.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012031436320512_1.pdf
咸亨国际科技,上会通过,上交所,41000000,2020/12/3,2021/1/28,,,海通证券,余额包销,1,360000000,401000000,442506500,0.10224,马小曼&sbquo;陈鹤岚&sbquo;黄侦武&sbquo;庄江波&sbquo;陈永强&sbquo;余东东&sbquo;战巍,https://topic.eastmoney.com/xhgjkj/,80995092,212776,AN202012031436318372,咸亨国际,data.eastmoney.com/xg/gh/detail/80995092.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012031436318372_1.pdf
贵州国台酒业,未上会,上交所,42821000,2020/12/3,,,,华西证券,余额包销,1,365000000,407821000,2500000000,0.105,,https://topic.eastmoney.com/gzgtjygf/,80279268,212773,AN202012031436317085,国台酒业,data.eastmoney.com/xg/gh/detail/80279268.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012031436317085_1.pdf
浙江中山化工集团,未上会,上交所,50680000,2020/12/3,,,,民生证券,余额包销,1,152000000,202680000,611625700,0.25005,,http://topic.eastmoney.com/ZJZSHGJTIPO/,80504195,34297,AN202012031436321868,中山化工,data.eastmoney.com/xg/gh/detail/80504195.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012031436321868_1.pdf
春雪食品集团,未上会,上交所,50000000,2020/12/3,,,,光大证券,余额包销,1,150000000,200000000,850617500,0.25,,,81085006,214610,AN202012031436321263,春雪食品,data.eastmoney.com/xg/gh/detail/81085006.html,https://notice.eastmoney.com/pdffile/web/H2_AN202012031436321263_1.pdf
芜湖富春染织,上会通过,上交所,31200000,2020/11/24,2020/12/30,,,国元证券,余额包销,1,93600000,124800000,588565200,0.25,马小曼&sbquo;沈洁&sbquo;张京京&sbquo;姜志华&sbquo;赵江平&sbquo;战巍&sbquo;陈永强,https://topic.eastmoney.com/whfcrz/,80553340,212470,AN202011241432497037,富春染织,data.eastmoney.com/xg/gh/detail/80553340.html,https://notice.eastmoney.com/pdffile/web/H2_AN202011241432497037_1.pdf
江西九丰能源,上会通过,上交所,120000000,2020/11/23,2020/12/30,,,中国国际金融证券,余额包销,1,360000000,480000000,2677363000,0.25,刘云松&sbquo;徐艳&sbquo;张京京&sbquo;黄侦武&sbquo;姜志华&sbquo;沈梁军&sbquo;庄江波,http://topic.eastmoney.com/jxjfny/,80935216,42804,AN202011231432108163,九丰能源,data.eastmoney.com/xg/gh/detail/80935216.html,https://notice.eastmoney.com/pdffile/web/H2_AN202011231432108163_1.pdf
陕西美邦药业集团,未上会,上交所,33800000,2020/11/20,,,,光大证券,余额包销,1,101400000,135200000,487773700,0.25,,,81053148,214531,AN202011201431375645,美邦药业,data.eastmoney.com/xg/gh/detail/81053148.html,https://notice.eastmoney.com/pdffile/web/H2_AN202011201431375645_1.pdf
浙江永和制冷,上会通过,上交所,66670000,2020/11/12,2021/1/21,,,中信证券,余额包销,1,200000000,266670000,1398000000,0.25001,马小曼&sbquo;姚旭东&sbquo;李和金&sbquo;赵磊&sbquo;庄江波&sbquo;范云&sbquo;余东东,,80362521,212938,AN202011121428523908,永和股份,data.eastmoney.com/xg/gh/detail/80362521.html,https://notice.eastmoney.com/pdffile/web/H2_AN202011121428523908_1.pdf
国邦医药集团,上会通过,上交所,83823500,2020/11/12,2021/1/7,,,国泰君安证券,余额包销,1,475000000,558823500,2761499200,0.15,陈天骥&sbquo;张丰&sbquo;陈永强&sbquo;黄天义&sbquo;马哲&sbquo;黄侦武&sbquo;胡安金,https://topic.eastmoney.com/gbyyjt/,80030369,212772,AN202011121428517741,国邦医药,data.eastmoney.com/xg/gh/detail/80030369.html,https://notice.eastmoney.com/pdffile/web/H2_AN202011121428517741_1.pdf
浙江明泰控股发展,上会通过,上交所,40500000,2020/11/10,2021/1/21,,,浙商证券,余额包销,1,364000000,404500000,920000000,0.10012,杨金忠&sbquo;张京京&sbquo;徐艳&sbquo;黄侦武&sbquo;赵江平&sbquo;周波&sbquo;姚旭东,,80060771,212940,AN202011101427959129,明泰股份,data.eastmoney.com/xg/gh/detail/80060771.html,https://notice.eastmoney.com/pdffile/web/H2_AN202011101427959129_1.pdf
中国航油集团石油,未上会,上交所,400000000,2020/11/10,,,,中信证券,余额包销,1,1200000000,1600000000,1630000000,0.25,,,80317256,212640,AN202011101427959128,中国航油,data.eastmoney.com/xg/gh/detail/80317256.html,https://notice.eastmoney.com/pdffile/web/H2_AN202011101427959128_1.pdf
云南神农农业产业集团,上会通过,上交所,40030000,2020/10/30,2020/12/17,,,中泰证券,余额包销,1,360199012,400229012,1905893300,0.10002,马小曼&sbquo;黄天义&sbquo;余东东&sbquo;张丰&sbquo;赵磊&sbquo;陈鹤岚&sbquo;战巍,http://topic.eastmoney.com/YNSNNYIPO/,80150527,212322,AN202010301425050523,神农股份,data.eastmoney.com/xg/gh/detail/80150527.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010301425050523_1.pdf
黑龙江出版传媒,未上会,上交所,130000000,2020/10/26,,,,中天国富证券,余额包销,1,400000000,530000000,517068900,0.24528,,,80966218,214248,AN202010271424034106,龙版传媒,data.eastmoney.com/xg/gh/detail/80966218.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010271424034106_1.pdf
浙江大自然户外用品,上会通过,上交所,25280900,2020/10/23,2020/12/17,,,东方证券,余额包销,1,75842700,101123600,855638000,0.25,马小曼&sbquo;徐艳&sbquo;黄天义&sbquo;姚旭东&sbquo;周波&sbquo;沈梁军&sbquo;张丰,http://topic.eastmoney.com/zjdzrhwyp/,80995114,44884,AN202010231423317618,大自然,data.eastmoney.com/xg/gh/detail/80995114.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010231423317618_1.pdf
山东百龙创园生物科技,上会通过,上交所,31800000,2020/10/16,2020/12/3,,,中德证券,余额包销,1,95000000,126800000,700000000,0.25079,陈天骥&sbquo;周海斌&sbquo;沈洁&sbquo;张丰&sbquo;马哲&sbquo;赵磊&sbquo;胡安金,http://topic.eastmoney.com/sdblcyswkj/,80558344,44795,AN202010201422558558,百龙创园,data.eastmoney.com/xg/gh/detail/80558344.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010201422558558_1.pdf
浙江华生科技,上会通过,上交所,25000000,2020/10/16,2020/11/26,,,国泰君安证券,余额包销,1,75000000,100000000,481627800,0.25,潘健红&sbquo;张丰&sbquo;庄江波&sbquo;沈洁&sbquo;赵江平&sbquo;沈梁军&sbquo;黄侦武,http://topic.eastmoney.com/zjhskj/,80994735,43892,AN202010201422559215,华生科技,data.eastmoney.com/xg/gh/detail/80994735.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010201422559215_1.pdf
佳禾食品工业,上会通过,上交所,40010000,2020/10/13,2020/12/3,,,东吴证券,余额包销,1,360000000,400010000,564555400,0.10002,周辉&sbquo;张京京&sbquo;周海斌&sbquo;姚旭东&sbquo;庄江波&sbquo;牟蓬&sbquo;黄侦武,http://topic.eastmoney.com/jhspgy/,80998816,44519,AN202010141421367616,佳禾食品,data.eastmoney.com/xg/gh/detail/80998816.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421367616_1.pdf
东鹏饮料（集团）,上会通过,上交所,40010000,2020/10/10,2021/1/21,,,华泰联合证券,余额包销,1,360000000,400010000,1493034100,0.10002,陈天骥&sbquo;黄天义&sbquo;李德勇&sbquo;兰邦华&sbquo;沈梁军&sbquo;姜志华&sbquo;战巍,https://topic.eastmoney.com/dpyljtgf/,81011562,212473,AN202010141421369371,东鹏饮料,data.eastmoney.com/xg/gh/detail/81011562.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421369371_1.pdf
安徽华塑,上会通过,上交所,1000000000,2020/10/10,2021/1/14,,,国元证券,余额包销,1,3121411812,4121411812,1401920000,0.24264,龚凯&sbquo;牟蓬&sbquo;姜志华&sbquo;廖育奎&sbquo;沈洁&sbquo;庄江波&sbquo;余东东,https://topic.eastmoney.com/ahhsgf/,80168834,212276,AN202010141421367106,华塑股份,data.eastmoney.com/xg/gh/detail/80168834.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421367106_1.pdf
中国三峡新能源（集团）,上会通过,上交所,8571000000,2020/10/10,2020/12/17,,,申万宏源证券,余额包销,1,20000000000,28571000000,25000000000,0.29999,陈天骥&sbquo;姚旭东&sbquo;张丰&sbquo;兰邦华&sbquo;赵磊&sbquo;姜志华&sbquo;战巍,https://topic.eastmoney.com/zgsxxny/,80055282,212277,AN202010141421369294,三峡新能,data.eastmoney.com/xg/gh/detail/80055282.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421369294_1.pdf
江苏中法水务,未上会,上交所,256666667,2020/10/10,,,,东吴证券,余额包销,1,770000000,1026666667,600000000,0.25,,https://topic.eastmoney.com/jszfsw/,81060544,212228,AN202010141421368340,中法水务,data.eastmoney.com/xg/gh/detail/81060544.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421368340_1.pdf
财达证券,上会通过,上交所,500000000,2020/9/30,2020/12/24,,,中信建投证券,余额包销,1,2745000000,3245000000,0,0.15408,马小曼&sbquo;李德勇&sbquo;战巍&sbquo;周海斌&sbquo;陈永强&sbquo;李和金&sbquo;沈梁军,http://topic.eastmoney.com/cdzq/,80000165,44841,AN202010141421368191,财达证券,data.eastmoney.com/xg/gh/detail/80000165.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421368191_1.pdf
浙江镇洋发展,未上会,上交所,123180000,2020/9/30,,,,中泰证券,余额包销,1,369540000,492720000,575000000,0.25,,,80101241,214167,AN202010141421367033,镇洋发展,data.eastmoney.com/xg/gh/detail/80101241.html,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421367033_1.pdf
江苏长龄液压,上会通过,上交所,24333400,2020/9/16,2020/10/22,,,广发证券,余额包销,1,73000000,97333400,1001327400,0.25,赵瀛&sbquo;黄侦武&sbquo;余东东&sbquo;李和金&sbquo;周海斌&sbquo;陈永强&sbquo;杨金忠,http://topic.eastmoney.com/jsclyy/,80176063,43753,AN202009161413600776,长龄液压,data.eastmoney.com/xg/gh/detail/80176063.html,https://notice.eastmoney.com/pdffile/web/H2_AN202009161413600776_1.pdf
江苏嵘泰工业,上会通过,上交所,40000000,2020/9/1,2020/10/15,2021/2/3,,东方证券,余额包销,1,120000000,160000000,898478500,0.25,潘健红&sbquo;徐艳&sbquo;牟蓬&sbquo;沈梁军&sbquo;李和金&sbquo;余东东&sbquo;范云,http://topic.eastmoney.com/jsrtgygf/,80994701,44030,AN202009011406065215,嵘泰股份,data.eastmoney.com/xg/gh/detail/80994701.html,https://notice.eastmoney.com/pdffile/web/H2_AN202009011406065215_1.pdf
中国国际金融,上会通过,上交所,458589000,2020/9/1,2020/9/17,2020/10/20,2020/11/2,东方证券,余额包销,1,4827256868,5285845868,0,0.08676,龚凯&sbquo;李德勇&sbquo;周海斌&sbquo;张京京&sbquo;赵磊&sbquo;廖育奎&sbquo;胡安金,https://topic.eastmoney.com/zggjjripo/,80016241,212714,AN202009011406059127,中金公司,data.eastmoney.com/xg/gh/detail/80016241.html,https://notice.eastmoney.com/pdffile/web/H2_AN202009011406059127_1.pdf
浙江省新能源投资集团,上会通过,上交所,468000000,2020/8/31,2020/12/24,,,财通证券,余额包销,1,1872000000,2340000000,1910000000,0.2,陈天骥&sbquo;庄江波&sbquo;黄天义&sbquo;李和金&sbquo;姜志华&sbquo;赵磊&sbquo;余东东,http://topic.eastmoney.com/zjsxnytz/,80003293,44918,AN202008311404782990,浙江新能,data.eastmoney.com/xg/gh/detail/80003293.html,https://notice.eastmoney.com/pdffile/web/H2_AN202008311404782990_1.pdf
上海盛剑环境系统科技,上会通过,上交所,30987004,2020/8/31,2020/11/6,,,海通证券,余额包销,1,92932996,123920000,982181100,0.25006,陈天骥&sbquo;战巍&sbquo;张丰&sbquo;罗精晖&sbquo;姜志华&sbquo;周波&sbquo;陈鹤岚,http://topic.eastmoney.com/shsjhjxtkj/,80994779,44559,AN202008311404783009,盛剑环境,data.eastmoney.com/xg/gh/detail/80994779.html,https://notice.eastmoney.com/pdffile/web/H2_AN202008311404783009_1.pdf
神通科技集团,上会通过,上交所,80000000,2020/8/24,2020/9/10,2021/1/7,2021/1/20,东方证券,余额包销,1,420000000,500000000,708077400,0.16,马小曼&sbquo;张丰&sbquo;余东东&sbquo;黄天义&sbquo;沈洁&sbquo;黄侦武&sbquo;赵磊,http://topic.eastmoney.com/stkjjt/,80995079,43900,AN202008241401071932,神通科技,data.eastmoney.com/xg/gh/detail/80995079.html,https://notice.eastmoney.com/pdffile/web/H2_AN202008241401071932_1.pdf
济南圣泉集团,上会通过,上交所,100000000,2020/8/17,2021/1/7,,,长城证券,余额包销,1,693716800,793716800,1208121400,0.12599,赵瀛&sbquo;庄江波&sbquo;余东东&sbquo;陈永强&sbquo;陈鹤岚&sbquo;周波&sbquo;赵江平,http://topic.eastmoney.com/jnsqjt/,80304554,44907,AN202008171399191093,圣泉集团,data.eastmoney.com/xg/gh/detail/80304554.html,https://notice.eastmoney.com/pdffile/web/H2_AN202008171399191093_1.pdf
苏州市味知香食品,上会通过,上交所,25000000,2020/8/14,2020/12/10,,,国泰君安证券,余额包销,1,75000000,100000000,654000000,0.25,陈天骥&sbquo;姚旭东&sbquo;姜志华&sbquo;赵磊&sbquo;张丰&sbquo;陈永强&sbquo;陈鹤岚,http://topic.eastmoney.com/szswzxsp/,81025421,44910,AN202008141398546629,味知香,data.eastmoney.com/xg/gh/detail/81025421.html,https://notice.eastmoney.com/pdffile/web/H2_AN202008141398546629_1.pdf
宁波世茂能源,上会通过,上交所,40000000,2020/8/14,2020/12/3,,,东方证券,余额包销,1,120000000,160000000,502450000,0.25,周辉&sbquo;陈永强&sbquo;陈鹤岚&sbquo;黄侦武&sbquo;姚旭东&sbquo;张京京&sbquo;庄江波,http://topic.eastmoney.com/nbsmny/,80995300,44881,AN202008141398546840,世茂能源,data.eastmoney.com/xg/gh/detail/80995300.html,https://notice.eastmoney.com/pdffile/web/H2_AN202008141398546840_1.pdf
浙江华康药业,上会通过,上交所,29140000,2020/8/14,2020/9/28,2021/1/28,,瑞信方正证券,余额包销,1,116560000,145700000,1393590400,0.2,潘健红&sbquo;黄天义&sbquo;张京京&sbquo;陈鹤岚&sbquo;黄侦武&sbquo;周波&sbquo;范云,http://topic.eastmoney.com/zjhkipo/,80122306,44103,AN202008141398546630,华康股份,data.eastmoney.com/xg/gh/detail/80122306.html,https://notice.eastmoney.com/pdffile/web/H2_AN202008141398546630_1.pdf
云南健之佳健康连锁店,上会通过,上交所,13250000,2020/7/28,2020/9/3,2020/11/19,2020/12/1,红塔证券,余额包销,1,53000000,66250000,920900000,0.2,龚凯&sbquo;范云&sbquo;张京京&sbquo;张丰&sbquo;马哲&sbquo;胡安金&sbquo;黄侦武,http://topic.eastmoney.com/YNJZJIPO/,80642026,39034,AN202007281394706962,健之佳,data.eastmoney.com/xg/gh/detail/80642026.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007281394706962_1.pdf
浙江野马电池,上会通过,上交所,33340000,2020/7/17,2020/10/30,,,光大证券,余额包销,1,100000000,133340000,557779400,0.25004,杨金忠&sbquo;张丰&sbquo;黄天义&sbquo;沈梁军&sbquo;兰邦华&sbquo;李德勇&sbquo;赵江平,http://topic.eastmoney.com/zjymdc/,80995110,44168,AN202007171392319321,野马电池,data.eastmoney.com/xg/gh/detail/80995110.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007171392319321_1.pdf
北京正和恒基滨水生态环境治理,上会通过,上交所,40711111,2020/7/10,2020/11/19,,,招商证券,余额包销,1,122133333,162844444,1452414800,0.25,马小曼&sbquo;胡安金&sbquo;姜志华&sbquo;张丰&sbquo;范云&sbquo;庄江波&sbquo;沈洁,http://topic.eastmoney.com/zhhjbssthjzl/,80278535,44180,AN202007101390797607,正和生态,data.eastmoney.com/xg/gh/detail/80278535.html,https://notice.eastmoney.com/pdffile/web/H2_AN202007101390797607_1.pdf
