机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,简称,文件链接
北京中岩大地科技,预先披露更新,中小板,,中德证券有限责任公司,,北京市竞天公诚律师事务所,,信永中和会计师事务所(特殊普通合伙),,是,,2020/5/14,80462129,AN202009011406153907,bjzyddkj,https://notice.eastmoney.com/pdffile/web/H2_AN202009011406153907_1.pdf
北京直真科技,预先披露更新,中小板,,中德证券有限责任公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,81016888,AN202009091409919646,bjzzkj,https://notice.eastmoney.com/pdffile/web/H2_AN202009091409919646_1.pdf
博纳影业集团,已反馈,中小板,,华龙证券股份有限公司,,北京市通商律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80701793,AN202008241401071931,bnyyjt*,https://notice.eastmoney.com/pdffile/web/H2_AN202008241401071931_1.pdf
亳州药都农村商业银行,预先披露更新,主板企业,,华泰联合证券有限责任公司,,北京德恒律师事务所,,容诚会计师事务所(特殊普通合伙),,是,,2020/5/14,80147421,AN201810091209841424,bzydncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201810091209841424_1.pdf
长春吉大正元信息技术,预先披露更新,中小板,,招商证券股份有限公司,,北京国枫律师事务所,,天职国际会计师事务所(特殊普通合伙)　,,是,,2020/5/14,80995108,AN202012131439721704,ccjdzyxxjs,https://notice.eastmoney.com/pdffile/web/H2_AN202012131439721704_1.pdf
长春英利汽车工业,预先披露更新,主板企业,,中信证券股份有限公司,,北京市中伦律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,是,,2020/5/14,80995109,AN201912261372658152,ccylqcgy,https://notice.eastmoney.com/pdffile/web/H2_AN201912261372658152_1.pdf
成都彩虹电器(集团),预先披露更新,中小板,,华西证券股份有限公司,,北京市天元律师事务所,,四川华信(集团)会计师事务所(特殊普通合伙),,是,,2020/5/14,80012732,AN202011301434747319,cdchdqjt*,https://notice.eastmoney.com/pdffile/web/H2_AN202011301434747319_1.pdf
成都立航科技,预先披露更新,主板企业,,华西证券股份有限公司,,泰和泰律师事务所,,信永中和会计师事务所(特殊普通合伙),,是,,2020/5/14,80995269,AN202004071377711794,cdlhkj*,https://notice.eastmoney.com/pdffile/web/H2_AN202004071377711794_1.pdf
财达证券,已反馈,主板企业,,中信建投证券股份有限公司,,北京市嘉源律师事务所,,中审众环会计师事务所(特殊普通合伙),,是,,2020/5/14,80000165,AN202010141421368191,cdzq,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421368191_1.pdf
楚天龙,已受理,中小板,,中信证券股份有限公司,,北京市中伦律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2020/5/14,80476148,AN202011171430416176,ctl,https://notice.eastmoney.com/pdffile/web/H2_AN202011171430416176_1.pdf
驰田汽车,已反馈,中小板,,光大证券股份有限公司,,湖南启元律师事务所,,天职国际会计师事务所(特殊普通合伙),,是,,2020/5/14,81028827,AN202010201422559190,ctqc,https://notice.eastmoney.com/pdffile/web/H2_AN202010201422559190_1.pdf
常州澳弘电子,预先披露更新,主板企业,,国金证券股份有限公司,,上海市锦天城律师事务所,,大华会计师事务所(特殊普通合伙),,是,,2020/5/14,81018323,AN202009301418260910,czahdz,https://notice.eastmoney.com/pdffile/web/H2_AN202009301418260910_1.pdf
宸展光电(厦门),预先披露更新,中小板,,海通证券股份有限公司,,北京市天元律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,80995268,AN202011011425517622,czgdxm,https://notice.eastmoney.com/pdffile/web/H2_AN202011011425517622_1.pdf
常州市凯迪电器,已通过发审会,主板企业,,中信建投证券股份有限公司,,浙江天册律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80975289,AN202005171379856182,czskddq,https://notice.eastmoney.com/pdffile/web/H2_AN202005171379856182_1.pdf
德才装饰,已反馈,主板企业,,光大证券股份有限公司,,上海市锦天城律师事务所,,和信会计师事务所(特殊普通合伙),,是,,2020/5/14,80995274,AN202006191386064398,dczs,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064398_1.pdf
东方航空物流,预先披露更新,主板企业,,中国国际金融股份有限公司,,北京市通商律师事务所,,天职国际会计师事务所(特殊普通合伙),,是,,2020/5/14,80418885,AN202005111379562153,dfhkwl,https://notice.eastmoney.com/pdffile/web/H2_AN202005111379562153_1.pdf
东莞市奥海科技,已通过发审会,中小板,,国金证券股份有限公司,,广东信达律师事务所   ,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80989214,AN202007301395378126,dgsahkj,https://notice.eastmoney.com/pdffile/web/H2_AN202007301395378126_1.pdf
东莞银行,预先披露更新,中小板,,招商证券股份有限公司,,江苏世纪同仁律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2020/5/14,80058609,AN201911061370459950,dgyx,https://notice.eastmoney.com/pdffile/web/H2_AN201911061370459950_1.pdf
东莞证券,预先披露更新,中小板,,东方证券承销保荐有限公司,,国浩律师(北京)事务所,,中审众环会计师事务所(特殊普通合伙),,是,,2020/5/14,80000081,AN201701110259653115,dgzq,https://notice.eastmoney.com/pdffile/web/H2_AN201701110259653115_1.pdf
大连万达商业地产,已反馈,主板企业,,中国银河证券股份有限公司&sbquo;中国国际金融股份有限公司,,北京市天元律师事务所,,大华会计师事务所(特殊普通合伙),,是,,2020/5/14,80161192,AN201511130011407869,dlwdsydc,https://notice.eastmoney.com/pdffile/web/H2_AN201511130011407869_1.pdf
东鹏饮料(集团),已受理,主板企业,,华泰联合证券有限责任公司,,北京德恒律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,否,,2020/5/14,81011562,AN202010141421369371,dpyljt,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421369371_1.pdf
福然德,预先披露更新,主板企业,,中信建投证券股份有限公司,,国浩律师(上海)事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80510658,AN202009081409075880,frd,https://notice.eastmoney.com/pdffile/web/H2_AN202009081409075880_1.pdf
法狮龙家居建材,已通过发审会,主板企业,,中德证券有限责任公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80974172,AN202007201392779697,fsljjjc,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779697_1.pdf
广东东鹏控股,已通过发审会,中小板,,中国国际金融股份有限公司,,北京市金杜律师事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2020/5/14,80684597,AN202009271417787018,gddpkg,https://notice.eastmoney.com/pdffile/web/H2_AN202009271417787018_1.pdf
广东南海农村商业银行,预先披露更新,中小板,,国泰君安证券股份有限公司,,北京市金杜律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2020/5/14,80071867,AN202001101373853545,gdnhncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN202001101373853545_1.pdf
广东顺德农村商业银行,预先披露更新,中小板,,中国国际金融股份有限公司,,江苏世纪同仁律师事务所,,安永华明会计师事务所(特殊普通合伙),,是,,2020/5/14,80058623,AN202004031377612257,gdsdncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN202004031377612257_1.pdf
广东三和管桩,已反馈,中小板,,招商证券股份有限公司,,北京市通商律师事务所,,立信会计师事务所,,是,,2020/5/14,81024311,AN202101241453919060,gdshgz,https://notice.eastmoney.com/pdffile/web/H2_AN202101241453919060_1.pdf
广东顺控发展,预先披露更新,中小板,,中国银河证券股份有限公司,,北京市中伦律师事务所,,天职国际会计师事务所(特殊普通合伙),,是,,2020/5/14,80199611,AN202005111379566151,gdskfz,https://notice.eastmoney.com/pdffile/web/H2_AN202005111379566151_1.pdf
广东天禾农资,预先披露更新,中小板,,招商证券股份有限公司,,北京国枫律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2020/5/14,80206277,AN202008241400851784,gdthnz,https://notice.eastmoney.com/pdffile/web/H2_AN202008241400851784_1.pdf
广东天元实业集团,预先披露更新,中小板,,国泰君安证券股份有限公司,,湖南启元律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2020/5/14,80466475,AN202009071409074314,gdtysyjt,https://notice.eastmoney.com/pdffile/web/H2_AN202009071409074314_1.pdf
广东粤运交通,预先披露更新,中小板,,中信证券股份有限公司,,北京市嘉源律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2020/5/14,80031922,AN201905171330794806,gdyyjt,https://notice.eastmoney.com/pdffile/web/H2_AN201905171330794806_1.pdf
甘李药业,已通过发审会,主板企业,,中信证券股份有限公司,,北京市中伦律师事务所,,安永华明会计师事务所(特殊普通合伙),,是,,2020/5/14,80107569,AN202006151384926000,glyy,https://notice.eastmoney.com/pdffile/web/H2_AN202006151384926000_1.pdf
国联证券,已通过发审会,主板企业,,南京证券股份有限公司,,国浩律师(上海)事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2020/5/14,80000028,AN202007201392779708,glzq,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779708_1.pdf
甘源食品,已通过发审会,中小板,,国信证券股份有限公司,,北京市中伦律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80994683,AN202007201392990783,gysp,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392990783_1.pdf
广州地铁设计研究院,预先披露更新,中小板,,华泰联合证券有限责任公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,81011557,AN202009291418259374,gzdtsjyjy,https://notice.eastmoney.com/pdffile/web/H2_AN202009291418259374_1.pdf
广州富力地产,已反馈,主板企业,,招商证券股份有限公司&sbquo;中信证券股份有限公司,,广东华商律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,10002327,,gzfldc,https://notice.eastmoney.com/pdffile/web/H2__1.pdf
广州九恒条码,已反馈,主板企业,,东兴证券股份有限公司,,北京市金杜律师事务所,,信永中和会计师事务所(特殊普通合伙),,是,,2020/5/14,80995279,AN202005150055868509,gzjhtm,https://notice.eastmoney.com/pdffile/web/H2_AN202005150055868509_1.pdf
广州农村商业银行,预先披露更新,中小板,,中国国际金融股份有限公司,,北京市金杜律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,是,,2020/5/14,80071545,AN201912201372330821,gzncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201912201372330821_1.pdf
广州若羽臣科技,预先披露更新,中小板,,中国国际金融股份有限公司,,北京市中伦律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80455880,AN202009141412521504,gzryckj,https://notice.eastmoney.com/pdffile/web/H2_AN202009141412521504_1.pdf
河北华通线缆集团,预先披露更新,主板企业,,东兴证券股份有限公司,,北京市竞天公诚律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,80474735,AN202004201378274199,hbhtxljt,https://notice.eastmoney.com/pdffile/web/H2_AN202004201378274199_1.pdf
湖北均瑶大健康饮品,预先披露更新,主板企业,,国泰君安证券股份有限公司&sbquo;爱建证券有限责任公司,,国浩律师(上海)事务所,,大华会计师事务所(特殊普通合伙),,是,,2020/5/14,80997784,AN202008051396419041,hbjydjkyp,https://notice.eastmoney.com/pdffile/web/H2_AN202008051396419041_1.pdf
湖北祥云(集团)化工,已反馈,主板企业,,长江证券承销保荐有限公司,,国浩律师(上海)事务所,,致同会计师事务所(特殊普通合伙),,是,,2020/5/14,80205138,AN201812281280414839,hbxyjthg,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280414839_1.pdf
河北中瓷电子科技,已反馈,中小板,,中航证券有限公司,,北京市嘉源律师事务所,,大华会计师事务所(特殊普通合伙),,是,,2020/5/14,80994472,AN202012201442283613,hbzcdzkj,https://notice.eastmoney.com/pdffile/web/H2_AN202012201442283613_1.pdf
华丰动力,预先披露更新,主板企业,,国金证券股份有限公司,,上海市锦天城律师事务所,,大信会计师事务所(特殊普通合伙),,是,,2020/5/14,80134170,AN202007281394596028,hfdl,https://notice.eastmoney.com/pdffile/web/H2_AN202007281394596028_1.pdf
合肥立方制药,已反馈,中小板,,民生证券股份有限公司,,北京市竞天公诚律师事务所,,中汇会计师事务所(特殊普通合伙),,是,,2020/5/14,80404405,AN202011101428092653,hflfzy,https://notice.eastmoney.com/pdffile/web/H2_AN202011101428092653_1.pdf
湖南华联瓷业,已反馈,中小板,,海通证券股份有限公司,,湖南启元律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80205027,AN202101061447871023,hnhlcy,https://notice.eastmoney.com/pdffile/web/H2_AN202101061447871023_1.pdf
海南葫芦娃药业集团,已通过发审会,主板企业,,中信建投证券股份有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80384825,AN202006241386900342,hnhlwyyjt,https://notice.eastmoney.com/pdffile/web/H2_AN202006241386900342_1.pdf
河南蓝天燃气,预先披露更新,主板企业,,招商证券股份有限公司,,北京市君致律师事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2020/5/14,80187274,AN202101191451959582,hnltrq,https://notice.eastmoney.com/pdffile/web/H2_AN202101191451959582_1.pdf
海天水务集团股份公司,已反馈,主板企业,,华西证券股份有限公司,,北京市金杜律师事务所,,信永中和会计师事务所(特殊普通合伙),,是,,2020/5/14,80501342,AN202006191386064198,htswjtgfgs*,https://notice.eastmoney.com/pdffile/web/H2_AN202006191386064198_1.pdf
华文食品,预先披露更新,中小板,,民生证券股份有限公司,,湖南启元律师事务所,,中审众环会计师事务所(特殊普通合伙),,是,,2020/5/14,81002494,AN202009011406153900,hwsp,https://notice.eastmoney.com/pdffile/web/H2_AN202009011406153900_1.pdf
合兴汽车电子,预先披露更新,主板企业,,国泰君安证券股份有限公司,,国浩律师(上海)事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80994694,AN202101061447674293,hxqcdz,https://notice.eastmoney.com/pdffile/web/H2_AN202101061447674293_1.pdf
弘业期货,预先披露更新,中小板,,招商证券股份有限公司,,北京市竞天公诚律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2020/5/14,80044916,AN201905221331659852,hyqh,https://notice.eastmoney.com/pdffile/web/H2_AN201905221331659852_1.pdf
惠州迪芬尼声学科技,已反馈,中小板,,申万宏源证券承销保荐有限责任公司,,上海市锦天城律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,是,,2020/5/14,81018307,AN202001031373480284,hzdfnsxkj,https://notice.eastmoney.com/pdffile/web/H2_AN202001031373480284_1.pdf
杭州格林达电子材料,预先披露更新,主板企业,,兴业证券股份有限公司,,浙江天册律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2020/5/14,80995283,AN202008061396622754,hzglddzcl,https://notice.eastmoney.com/pdffile/web/H2_AN202008061396622754_1.pdf
杭州华旺新材料科技,预先披露更新,主板企业,,中信建投证券股份有限公司,,北京市金杜律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80406509,AN202012161440412486,hzhwxclkj,https://notice.eastmoney.com/pdffile/web/H2_AN202012161440412486_1.pdf
杭州豪悦护理用品,预先披露更新,主板企业,,平安证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80994689,AN202008271402052452,hzhyhlyp,https://notice.eastmoney.com/pdffile/web/H2_AN202008271402052452_1.pdf
杭州立昂微电子,预先披露更新,主板企业,,东方证券承销保荐有限公司,,国浩律师(上海)事务所,,中汇会计师事务所(特殊普通合伙),,是,,2020/5/14,80122153,AN202008311404364436,hzlawdz,https://notice.eastmoney.com/pdffile/web/H2_AN202008311404364436_1.pdf
杭州联德精密机械,预先披露更新,主板企业,,中信证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80994690,AN202003271377067425,hzldjmjx,https://notice.eastmoney.com/pdffile/web/H2_AN202003271377067425_1.pdf
杭州热电集团,预先披露更新,主板企业,,平安证券股份有限公司,,上海市锦天城律师事务所 ,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80995286,AN202004031377611961,hzrdjt,https://notice.eastmoney.com/pdffile/web/H2_AN202004031377611961_1.pdf
杭州市园林绿化,预先披露更新,主板企业,,浙商证券股份有限公司,,国浩律师(杭州)事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,80463423,AN202101191451959577,hzsyllh,https://notice.eastmoney.com/pdffile/web/H2_AN202101191451959577_1.pdf
杭州西子智能停车,预先披露更新,主板企业,,中信建投证券股份有限公司,,浙江天册律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80124351,AN201802271095029511,hzxzzntc,https://notice.eastmoney.com/pdffile/web/H2_AN201802271095029511_1.pdf
湖州银行,已反馈,主板企业,,中国国际金融股份有限公司,,北京市中伦律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80065280,AN202002071374912139,hzyx,https://notice.eastmoney.com/pdffile/web/H2_AN202002071374912139_1.pdf
金富科技,预先披露更新,中小板,,中信证券股份有限公司,,北京市康达律师事务所,,容诚会计师事务所(特殊普通合伙)  ,,是,,2020/5/14,80995290,AN202010261423805540,jfkj,https://notice.eastmoney.com/pdffile/web/H2_AN202010261423805540_1.pdf
佳禾食品工业,已反馈,主板企业,,东吴证券股份有限公司,,北京国枫律师事务所,,天衡会计师事务所(特殊普通合伙),,是,,2020/5/14,80998816,AN202010141421367616,jhspgy,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421367616_1.pdf
济南圣泉集团,已反馈,主板企业,,长城证券股份有限公司,,北京国枫律师事务所,,信永中和会计师事务所(特殊普通合伙),,是,,2020/5/14,80304554,AN202008171399191093,jnsqjt,https://notice.eastmoney.com/pdffile/web/H2_AN202008171399191093_1.pdf
江苏必得科技,预先披露更新,主板企业,,兴业证券股份有限公司,,江苏世纪同仁律师事务所,,容诚会计师事务所(特殊普通合伙),,是,,2020/5/14,80443884,AN202005011379175104,jsbdkj,https://notice.eastmoney.com/pdffile/web/H2_AN202005011379175104_1.pdf
江苏博迁新材料,预先披露更新,主板企业,,海通证券股份有限公司,,上海市瑛明律师事务所,,中汇会计师事务所(特殊普通合伙),,是,,2020/5/14,80509040,AN202012061437319946,jsbqxcl,https://notice.eastmoney.com/pdffile/web/H2_AN202012061437319946_1.pdf
江苏长龄液压,已反馈,主板企业,,广发证券股份有限公司,,上海市广发律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80176063,AN202009161413600776,jsclyy,https://notice.eastmoney.com/pdffile/web/H2_AN202009161413600776_1.pdf
江苏传智播客教育科技,预先披露更新,中小板,,中信建投证券股份有限公司,,北京市天元律师事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2020/5/14,80533669,AN202012301445017869,jsczbkjykj,https://notice.eastmoney.com/pdffile/web/H2_AN202012301445017869_1.pdf
江苏大丰农村商业银行,预先披露更新,中小板,,招商证券股份有限公司,,江苏世纪同仁律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,80071838,AN201805081139501420,jsdfncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201805081139501420_1.pdf
江苏德纳化学,预先披露更新,主板企业,,广发证券股份有限公司,,上海市协力律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,80701787,AN201805241148371332,jsdnhx,https://notice.eastmoney.com/pdffile/web/H2_AN201805241148371332_1.pdf
江苏共创人造草坪,预先披露更新,主板企业,,中信证券股份有限公司,,上海市瑛明律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80328865,AN202009171413617021,jsgcrzcp,https://notice.eastmoney.com/pdffile/web/H2_AN202009171413617021_1.pdf
江苏海安农村商业银行,预先披露更新,主板企业,,国泰君安证券股份有限公司,,北京炜衡(上海)律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/5/14,80071818,AN201904011312808845,jshancsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201904011312808845_1.pdf
江苏剑牌农化,已反馈,主板企业,,东吴证券股份有限公司,,国浩律师(北京)事务所,,天衡会计师事务所(特殊普通合伙),,是,,2020/5/14,80303478,AN201906281336808726,jsjpnh,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336808726_1.pdf
江苏昆山农村商业银行,预先披露更新,主板企业,,中信建投证券股份有限公司,,江苏世纪同仁律师事务所,,江苏苏亚金诚会计师事务所(特殊普通合伙),,是,,2020/5/14,80078020,AN201906141335093749,jsksncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201906141335093749_1.pdf
江苏日久光电,预先披露更新,中小板,,中信证券股份有限公司,,上海市锦天城律师事务所,,容诚会计师事务所(特殊普通合伙),,是,,2020/5/14,80457116,AN202009291418259373,jsrjgd,https://notice.eastmoney.com/pdffile/web/H2_AN202009291418259373_1.pdf
江苏嵘泰工业,预先披露更新,主板企业,,广发证券股份有限公司,,北京市环球律师事务所,,中汇会计师事务所(特殊普通合伙),,是,,2020/5/14,80994701,AN202102021457271118,jsrtgy,https://notice.eastmoney.com/pdffile/web/H2_AN202102021457271118_1.pdf
江苏同力日升机械,预先披露更新,主板企业,,中原证券股份有限公司,,北京市中伦律师事务所,,天衡会计师事务所(特殊普通合伙),,是,,2020/5/14,81016879,AN202005081379473209,jstlrsjx,https://notice.eastmoney.com/pdffile/web/H2_AN202005081379473209_1.pdf
江苏协和电子,预先披露更新,主板企业,,民生证券股份有限公司,,北京金诚同达律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,80545327,AN202011181430433411,jsxhdz,https://notice.eastmoney.com/pdffile/web/H2_AN202011181430433411_1.pdf
江苏中法水务,已反馈,主板企业,,东吴证券股份有限公司,,北京德恒律师事务所,,中审众环会计师事务所(特殊普通合伙),,否,,2020/5/14,81060544,AN202010141421368340,jszfsw,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421368340_1.pdf
江西晨光新材料,已通过发审会,主板企业,,国元证券股份有限公司,,北京市嘉源律师事务所,,江苏苏亚金诚会计师事务所(特殊普通合伙),,是,,2020/5/14,81007457,AN202007221393217773,jxcgxcl,https://notice.eastmoney.com/pdffile/web/H2_AN202007221393217773_1.pdf
江西国光商业连锁,预先披露更新,主板企业,,中信证券股份有限公司,,北京市金杜律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2020/5/14,80994702,AN202006241386900345,jxggsyls,https://notice.eastmoney.com/pdffile/web/H2_AN202006241386900345_1.pdf
聚信国际租赁,预先披露更新,主板企业,,国泰君安证券股份有限公司,,北京市金杜律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,80393777,AN201607150016596674,jxgjzl,https://notice.eastmoney.com/pdffile/web/H2_AN201607150016596674_1.pdf
江西宏柏新材料,预先披露更新,主板企业,,中信证券股份有限公司,,北京市中伦律师事务所,,中汇会计师事务所(特殊普通合伙),,是,,2020/5/14,80543512,AN202007301395159610,jxhbxcl,https://notice.eastmoney.com/pdffile/web/H2_AN202007301395159610_1.pdf
江西九丰能源,已反馈,主板企业,,中国国际金融股份有限公司,,北京国枫律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2020/5/14,80935216,AN202011231432108163,jxjfny,https://notice.eastmoney.com/pdffile/web/H2_AN202011231432108163_1.pdf
科迈化工,已反馈,主板企业,,民生证券股份有限公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,80338815,AN201906281336809897,kmhg,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336809897_1.pdf
昆山沪光汽车电器,已通过发审会,主板企业,,中信建投证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/5/14,80975290,AN202007151391691738,kshgqcdq,https://notice.eastmoney.com/pdffile/web/H2_AN202007151391691738_1.pdf
联泓新材料科技,预先披露更新,中小板,,中国国际金融股份有限公司,,北京市金杜律师事务所,,信永中和会计师事务所(特殊普通合伙),,是,,2020/5/14,80994704,AN202011231432224375,lhxclkj,https://notice.eastmoney.com/pdffile/web/H2_AN202011231432224375_1.pdf
龙岩高岭土,已反馈,主板企业,,兴业证券股份有限公司,,福建至理律师事务所 ,,容诚会计师事务所(特殊普通合伙),,是,,2020/5/14,81041743,AN202007101390797603,lyglt,https://notice.eastmoney.com/pdffile/web/H2_AN202007101390797603_1.pdf
乐元素科技(北京),预先披露更新,主板企业,,华泰联合证券有限责任公司,,北京市金杜律师事务所,,安永华明会计师事务所(特殊普通合伙),,是,,2020/5/14,80624366,AN201804121122139451,lyskjbj,https://notice.eastmoney.com/pdffile/web/H2_AN201804121122139451_1.pdf
