机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,简称,文件链接
佳农食品控股(集团),已受理,主板企业,,中国国际金融股份有限公司,,上海市通力律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,否,,2019/6/27,80620579,AN201906281336809275,jnspkgjt,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336809275_1.pdf
江苏必得科技,已受理,主板企业,,兴业证券股份有限公司,,江苏世纪同仁律师事务所,,容诚会计师事务所(特殊普通合伙),,否,,2019/6/27,80443884,AN202005011379175104,jsbdkj,https://notice.eastmoney.com/pdffile/web/H2_AN202005011379175104_1.pdf
江苏博迁新材料,已受理,主板企业,,海通证券股份有限公司,,上海市瑛明律师事务所,,中汇会计师事务所(特殊普通合伙),,否,,2019/6/27,80509040,AN202012061437319946,jsbqxcl,https://notice.eastmoney.com/pdffile/web/H2_AN202012061437319946_1.pdf
江苏长龄液压,已反馈,主板企业,,广发证券股份有限公司,,上海市广发律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80176063,AN202009161413600776,jsclyy,https://notice.eastmoney.com/pdffile/web/H2_AN202009161413600776_1.pdf
江苏传智播客教育科技,已反馈,中小板,,中信建投证券股份有限公司,,北京市天元律师事务所,,德勤华永会计师事务所(特殊普通合伙),,否,,2019/6/27,80533669,AN202012301445017869,jsczbkjykj,https://notice.eastmoney.com/pdffile/web/H2_AN202012301445017869_1.pdf
江苏大丰农村商业银行,预先披露更新,中小板,,招商证券股份有限公司,,江苏世纪同仁律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80071838,AN201805081139501420,jsdfncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201805081139501420_1.pdf
江苏德纳化学,预先披露更新,主板企业,,广发证券股份有限公司,,上海市协力律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80701787,AN201805241148371332,jsdnhx,https://notice.eastmoney.com/pdffile/web/H2_AN201805241148371332_1.pdf
江苏共创人造草坪,已反馈,主板企业,,中信证券股份有限公司,,上海市瑛明律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80328865,AN202009171413617021,jsgcrzcp,https://notice.eastmoney.com/pdffile/web/H2_AN202009171413617021_1.pdf
江苏海安农村商业银行,预先披露更新,主板企业,,国泰君安证券股份有限公司,,北京炜衡(上海)律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80071818,AN201904011312808845,jshancsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201904011312808845_1.pdf
九圣禾种业,预先披露更新,中小板,,东方花旗证券有限公司,,北京市中伦文德律师事务所,,大华会计师事务所(特殊普通合伙),,是,,2019/6/27,80394732,AN201801161078189847,jshzy*,https://notice.eastmoney.com/pdffile/web/H2_AN201801161078189847_1.pdf
江苏剑牌农化,已受理,主板企业,,东吴证券股份有限公司,,国浩律师(北京)事务所,,天衡会计师事务所(特殊普通合伙),,否,,2019/6/27,80303478,AN201906281336808726,jsjpnh,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336808726_1.pdf
江苏昆山农村商业银行,预先披露更新,主板企业,,中信建投证券股份有限公司,,江苏世纪同仁律师事务所,,江苏苏亚金诚会计师事务所(特殊普通合伙),,是,,2019/6/27,80078020,AN201906141335093749,jsksncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201906141335093749_1.pdf
江苏日久光电,已受理,中小板,,中信证券股份有限公司,,上海市锦天城律师事务所,,容诚会计师事务所(特殊普通合伙),,否,,2019/6/27,80457116,AN202009291418259373,jsrjgd,https://notice.eastmoney.com/pdffile/web/H2_AN202009291418259373_1.pdf
江苏嵘泰工业,已受理,主板企业,,广发证券股份有限公司,,北京市环球律师事务所,,中汇会计师事务所(特殊普通合伙),,否,,2019/6/27,80994701,AN202102021457271118,jsrtgy,https://notice.eastmoney.com/pdffile/web/H2_AN202102021457271118_1.pdf
江苏协和电子,已受理,主板企业,,民生证券股份有限公司,,北京金诚同达律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80545327,AN202011181430433411,jsxhdz,https://notice.eastmoney.com/pdffile/web/H2_AN202011181430433411_1.pdf
江苏中信博新能源科技,已受理,中小板,,安信证券股份有限公司,,北京海润天睿律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80968955,AN202008231400780691,jszxbxnykj,https://notice.eastmoney.com/pdffile/web/H2_AN202008231400780691_1.pdf
江西晨光新材料,已受理,主板企业,,国元证券股份有限公司,,北京市嘉源律师事务所,,江苏苏亚金诚会计师事务所(特殊普通合伙),,否,,2019/6/27,81007457,AN202007221393217773,jxcgxcl,https://notice.eastmoney.com/pdffile/web/H2_AN202007221393217773_1.pdf
江西国光商业连锁,已反馈,主板企业,,中信证券股份有限公司,,北京市金杜律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/6/27,80994702,AN202006241386900345,jxggsyls,https://notice.eastmoney.com/pdffile/web/H2_AN202006241386900345_1.pdf
聚信国际租赁,预先披露更新,主板企业,,国泰君安证券股份有限公司,,北京市金杜律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80393777,AN201607150016596674,jxgjzl,https://notice.eastmoney.com/pdffile/web/H2_AN201607150016596674_1.pdf
江西宏柏新材料,已反馈,主板企业,,中信证券股份有限公司,,北京市中伦律师事务所,,中汇会计师事务所(特殊普通合伙),,是,,2019/6/27,80543512,AN202007301395159610,jxhbxcl,https://notice.eastmoney.com/pdffile/web/H2_AN202007301395159610_1.pdf
江西绿巨人生态环境,已受理,中小板,,万联证券股份有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,81008907,AN201906211335999157,jxljrsthj,https://notice.eastmoney.com/pdffile/web/H2_AN201906211335999157_1.pdf
嘉兴斯达半导体,已反馈,主板企业,,中信证券股份有限公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80202024,AN202001141374037609,jxsdbdt,https://notice.eastmoney.com/pdffile/web/H2_AN202001141374037609_1.pdf
科博达技术,已通过发审会,主板企业,,中国国际金融股份有限公司,,北京市君合律师事务所,,众华会计师事务所(特殊普通合伙),,是,,2019/6/27,80170445,AN201909031346186308,kbdjs,https://notice.eastmoney.com/pdffile/web/H2_AN201909031346186308_1.pdf
科迈化工,已受理,主板企业,,民生证券股份有限公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80338815,AN201906281336809897,kmhg,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336809897_1.pdf
昆山沪光汽车电器,已反馈,主板企业,,中信建投证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80975290,AN202007151391691738,kshgqcdq,https://notice.eastmoney.com/pdffile/web/H2_AN202007151391691738_1.pdf
联泓新材料科技,已受理,中小板,,中国国际金融股份有限公司,,北京市金杜律师事务所,,信永中和会计师事务所(特殊普通合伙),,否,,2019/6/27,80994704,AN202011231432224375,lhxclkj,https://notice.eastmoney.com/pdffile/web/H2_AN202011231432224375_1.pdf
良品铺子,预先披露更新,主板企业,,广发证券股份有限公司,,北京市金杜律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,是,,2019/6/27,80206101,AN202001211374405039,lppz,https://notice.eastmoney.com/pdffile/web/H2_AN202001211374405039_1.pdf
乐元素科技(北京),预先披露更新,主板企业,,华泰联合证券有限责任公司,,北京市金杜律师事务所,,安永华明会计师事务所(特殊普通合伙),,是,,2019/6/27,80624366,AN201804121122139451,lyskjbj,https://notice.eastmoney.com/pdffile/web/H2_AN201804121122139451_1.pdf
兰州银行,预先披露更新,中小板,,中信建投证券股份有限公司,,北京大成律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/6/27,80056162,AN201804041117761561,lzyx*,https://notice.eastmoney.com/pdffile/web/H2_AN201804041117761561_1.pdf
毛戈平化妆品,预先披露更新,主板企业,,长江证券承销保荐有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80605377,AN201709110876295278,mgphzp,https://notice.eastmoney.com/pdffile/web/H2_AN201709110876295278_1.pdf
明冠新材料,已反馈,中小板,,民生证券股份有限公司,,北京国枫律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80553688,AN202012171441337749,mgxcl,https://notice.eastmoney.com/pdffile/web/H2_AN202012171441337749_1.pdf
明新旭腾新材料,已受理,主板企业,,第一创业证券承销保荐有限责任公司,,上海市锦天城律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80994707,AN202011101427834819,mxxtxcl,https://notice.eastmoney.com/pdffile/web/H2_AN202011101427834819_1.pdf
宁波长鸿高分子科技,已反馈,主板企业,,华西证券股份有限公司,,北京市高朋律师事务所,,立信中联会计师事务所(特殊普通合伙),,是,,2019/6/27,80994951,AN202008111397775744,nbchgfzkj,https://notice.eastmoney.com/pdffile/web/H2_AN202008111397775744_1.pdf
宁波德业科技,已受理,主板企业,,光大证券股份有限公司,,北京市中伦文德律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80406565,AN202004171378193490,nbdykj,https://notice.eastmoney.com/pdffile/web/H2_AN202004171378193490_1.pdf
宁波金田铜业(集团),预先披露更新,主板企业,,财通证券股份有限公司,,北京市鑫河律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80136654,AN202004091377783527,nbjttyjt,https://notice.eastmoney.com/pdffile/web/H2_AN202004091377783527_1.pdf
宁波柯力传感科技,已通过发审会,主板企业,,国信证券股份有限公司,,北京市君合律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80318679,AN201907241341025731,nbklcgkj,https://notice.eastmoney.com/pdffile/web/H2_AN201907241341025731_1.pdf
宁波市天普橡胶科技,已受理,主板企业,,财通证券股份有限公司,,国浩律师(杭州)事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80995301,AN202008121397918484,nbstpxjkj,https://notice.eastmoney.com/pdffile/web/H2_AN202008121397918484_1.pdf
南华期货,预先披露更新,主板企业,,中信证券股份有限公司,,北京金诚同达律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80080089,AN201908201344653419,nhqh,https://notice.eastmoney.com/pdffile/web/H2_AN201908201344653419_1.pdf
南侨食品集团(上海),预先披露更新,主板企业,,申万宏源证券承销保荐有限责任公司,,北京市金杜律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2019/6/27,80922524,AN201812281280410264,nqspjtsh,https://notice.eastmoney.com/pdffile/web/H2_AN201812281280410264_1.pdf
南通国盛智能科技集团,已反馈,中小板,,海通证券股份有限公司,,江苏世纪同仁律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80635530,AN202006221386627593,ntgsznkjjt,https://notice.eastmoney.com/pdffile/web/H2_AN202006221386627593_1.pdf
南通海星电子,已通过发审会,主板企业,,安信证券股份有限公司,,国浩律师(上海)事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80746560,AN201907301341579182,nthxdz,https://notice.eastmoney.com/pdffile/web/H2_AN201907301341579182_1.pdf
确成硅化学,预先披露更新,主板企业,,中信建投证券股份有限公司,,江苏世纪同仁律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80439109,AN202011241432226012,qcghx,https://notice.eastmoney.com/pdffile/web/H2_AN202011241432226012_1.pdf
青岛百洋医药,预先披露更新,主板企业,,广发证券股份有限公司,,北京市天元律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2019/6/27,80902074,AN202012101438668617,qdbyyy,https://notice.eastmoney.com/pdffile/web/H2_AN202012101438668617_1.pdf
青岛日辰食品,预先披露更新,主板企业,,广发证券股份有限公司,,北京德和衡律师事务所,,中兴华会计师事务所(特殊普通合伙),,是,,2019/6/27,80650856,AN201908141343416652,qdrcsp,https://notice.eastmoney.com/pdffile/web/H2_AN201908141343416652_1.pdf
青岛双鲸药业,已受理,中小板,,东兴证券股份有限公司,,北京国枫律师事务所,,容诚会计师事务所(特殊普通合伙),,否,,2019/6/27,80995305,AN201906211335999153,qdsjyy,https://notice.eastmoney.com/pdffile/web/H2_AN201906211335999153_1.pdf
青岛森麒麟轮胎,已受理,中小板,,海通证券股份有限公司,,北京德恒律师事务所,,信永中和会计师事务所(特殊普通合伙),,否,,2019/6/27,80909928,AN202008301404363838,qdsqllt,https://notice.eastmoney.com/pdffile/web/H2_AN202008301404363838_1.pdf
乔丹体育,已通过发审会,主板企业,,中银国际证券有限责任公司,,福建至理律师事务所,,安永华明会计师事务所(特殊普通合伙),,是,,2019/6/27,80191156,,qdty,https://notice.eastmoney.com/pdffile/web/H2__1.pdf
青岛威奥轨道,已反馈,主板企业,,中信建投证券股份有限公司,,北京市中伦律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/6/27,80895632,AN202005081379429044,qdwagd,https://notice.eastmoney.com/pdffile/web/H2_AN202005081379429044_1.pdf
齐鲁银行,已受理,主板企业,,中信建投证券股份有限公司,,北京市金杜律师事务所,,安永华明会计师事务所(特殊普通合伙),,否,,2019/6/27,80058610,AN201912121371805743,qlyx,https://notice.eastmoney.com/pdffile/web/H2_AN201912121371805743_1.pdf
全美在线(北京)教育科技,已反馈,主板企业,,中信建投证券股份有限公司,,北京金诚同达律师事务所,,毕马威华振会计师事务所(特殊普通合伙),,是,,2019/6/27,80455952,AN201911011370194312,qmzxbjjykj,https://notice.eastmoney.com/pdffile/web/H2_AN201911011370194312_1.pdf
麒盛科技,预先披露更新,主板企业,,招商证券股份有限公司,,上海市锦天城律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80923812,AN201910161368814024,qskj,https://notice.eastmoney.com/pdffile/web/H2_AN201910161368814024_1.pdf
侨银环保科技,预先披露更新,中小板,,民生证券股份有限公司,,北京市中伦律师事务所,,广东正中珠江会计师事务所(特殊普通合伙),,是,,2019/6/27,80920908,AN201912241372477362,qyhbkj,https://notice.eastmoney.com/pdffile/web/H2_AN201912241372477362_1.pdf
衢州五洲特种纸业,已受理,主板企业,,华创证券有限责任公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80994709,AN202010271423807434,qzwztzzy,https://notice.eastmoney.com/pdffile/web/H2_AN202010271423807434_1.pdf
瑞达期货,预先披露更新,中小板,,中信证券股份有限公司,,北京市中伦律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/6/27,80103804,AN201908251345055364,rdqh,https://notice.eastmoney.com/pdffile/web/H2_AN201908251345055364_1.pdf
瑞鹄汽车模具,已受理,中小板,,安信证券股份有限公司,,北京市竞天公诚律师事务所,,华普天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80479776,AN202008241400851791,rgqcmj,https://notice.eastmoney.com/pdffile/web/H2_AN202008241400851791_1.pdf
四川安宁铁钛,预先披露更新,中小板,,华西证券股份有限公司,,北京市金开律师事务所,,信永中和会计师事务所(特殊普通合伙),,是,,2019/6/27,80145881,AN202003161376525857,scantt*,https://notice.eastmoney.com/pdffile/web/H2_AN202003161376525857_1.pdf
神驰机电,预先披露更新,主板企业,,华西证券股份有限公司,,国浩律师(重庆)事务所,,四川华信(集团)会计师事务所(特殊普通合伙),,是,,2019/6/27,80608166,AN201912171371880207,scjd*,https://notice.eastmoney.com/pdffile/web/H2_AN201912171371880207_1.pdf
深圳科安达电子科技,已反馈,中小板,,长城证券股份有限公司,,上海市锦天城律师事务所,,众华会计师事务所(特殊普通合伙),,是,,2019/6/27,80403499,AN201912161371880124,sckaddzkj,https://notice.eastmoney.com/pdffile/web/H2_AN201912161371880124_1.pdf
深圳科瑞技术,已通过发审会,中小板,,国海证券股份有限公司,,国浩律师(深圳)事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/6/27,80746566,AN201907151338711725,sckrjs,https://notice.eastmoney.com/pdffile/web/H2_AN201907151338711725_1.pdf
深圳市宝明科技,已反馈,中小板,,中银国际证券股份有限公司,,北京市金杜律师事务所,,华普天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80203675,AN202007211393216888,scsbmkj,https://notice.eastmoney.com/pdffile/web/H2_AN202007211393216888_1.pdf
深圳市华盛昌科技实业,预先披露更新,中小板,,招商证券股份有限公司,,广东华商律师事务所,,大华会计师事务所(特殊普通合伙),,是,,2019/6/27,80966853,AN202003291377162696,scshsckjsy,https://notice.eastmoney.com/pdffile/web/H2_AN202003291377162696_1.pdf
深圳市雷赛智能控制,预先披露更新,中小板,,中信建投证券股份有限公司,,广东华商律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/6/27,80202010,AN202003241376901812,scslsznkz,https://notice.eastmoney.com/pdffile/web/H2_AN202003241376901812_1.pdf
深圳市锐明技术,预先披露更新,中小板,,国信证券股份有限公司,,北京市金杜律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80507568,AN201912031371471914,scsrmjs,https://notice.eastmoney.com/pdffile/web/H2_AN201912031371471914_1.pdf
深圳市振邦智能科技,已受理,中小板,,招商证券股份有限公司,,北京市中伦律师事务所,,瑞华会计师事务所(特殊普通合伙),,否,,2019/6/27,81016892,AN202012131439721703,scszbznkj,https://notice.eastmoney.com/pdffile/web/H2_AN202012131439721703_1.pdf
深圳市兆威机电,已受理,中小板,,招商证券股份有限公司,,北京德恒律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80995013,AN202011221431871615,scszwjd,https://notice.eastmoney.com/pdffile/web/H2_AN202011221431871615_1.pdf
深圳威迈斯新能源,已受理,中小板,,国信证券股份有限公司,,北京德恒律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80995020,AN202001141374171198,scwmsxny,https://notice.eastmoney.com/pdffile/web/H2_AN202001141374171198_1.pdf
深圳中天精装,已反馈,中小板,,中信证券股份有限公司,,广东信达律师事务所,,安永华明会计师事务所(特殊普通合伙),,是,,2019/6/27,80608170,AN202005071379428992,scztjz,https://notice.eastmoney.com/pdffile/web/H2_AN202005071379428992_1.pdf
山东玻纤集团,已反馈,主板企业,,民生证券股份有限公司,,国浩律师(上海)事务所,,山东和信会计师事务所(特殊普通合伙),,否,,2019/6/27,80511082,AN202008201399749037,sdbxjt,https://notice.eastmoney.com/pdffile/web/H2_AN202008201399749037_1.pdf
山东兆物网络技术,预先披露更新,主板企业,,东吴证券股份有限公司,,北京市天元律师事务所,,上会会计师事务所(特殊普通合伙),,是,,2019/6/27,80975293,AN201906051333810360,sdzwwljs,https://notice.eastmoney.com/pdffile/web/H2_AN201906051333810360_1.pdf
上海百金化工集团,已反馈,主板企业,,海通证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80096573,AN202011061427154439,shbjhgjt,https://notice.eastmoney.com/pdffile/web/H2_AN202011061427154439_1.pdf
上海华峰铝业,已反馈,主板企业,,兴业证券股份有限公司,,北京海润天睿律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80165027,AN202008251401159129,shhfly,https://notice.eastmoney.com/pdffile/web/H2_AN202008251401159129_1.pdf
上海锦和商业经营管理,已反馈,主板企业,,中信建投证券股份有限公司,,北京国枫律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80280134,AN202004081377725783,shjhsyjygl,https://notice.eastmoney.com/pdffile/web/H2_AN202004081377725783_1.pdf
上海健麾信息技术,已受理,主板企业,,国信证券股份有限公司,,北京市君合律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80932335,AN202012091438140078,shjhxxjs,https://notice.eastmoney.com/pdffile/web/H2_AN202012091438140078_1.pdf
上海罗曼照明科技,预先披露更新,主板企业,,海通证券股份有限公司,,上海东方华银律师事务所,,上会会计师事务所(特殊普通合伙),,是,,2019/6/27,80366472,AN201905281332593610,shlmzmkj,https://notice.eastmoney.com/pdffile/web/H2_AN201905281332593610_1.pdf
上海丽人丽妆化妆品,已反馈,主板企业,,广发证券股份有限公司,,上海市方达律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,否,,2019/6/27,80532667,AN202009161413139475,shlrlzhzp,https://notice.eastmoney.com/pdffile/web/H2_AN202009161413139475_1.pdf
上海漫道金融信息服务,预先披露更新,主板企业,,平安证券股份有限公司,,北京大成律师事务所,,中兴财光华会计师事务所(特殊普通合伙),,是,,2019/6/27,80440000,AN201801171078684193,shmdjrxxfw,https://notice.eastmoney.com/pdffile/web/H2_AN201801171078684193_1.pdf
上海米哈游网络科技,预先披露更新,主板企业,,华林证券股份有限公司,,国浩律师(上海)事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2019/6/27,80628275,AN201801050012974849,shmhywlkj,https://notice.eastmoney.com/pdffile/web/H2_AN201801050012974849_1.pdf
上海起帆电缆,已反馈,主板企业,,海通证券股份有限公司,,上海嘉坦律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80403617,AN202007201392779703,shqfdl,https://notice.eastmoney.com/pdffile/web/H2_AN202007201392779703_1.pdf
上海太和水环境科技发展,已受理,主板企业,,中原证券股份有限公司,,上海市通力律师事务所,,容诚会计师事务所(特殊普通合伙),,否,,2019/6/27,80995317,AN202101261454245898,shthshjkjfz,https://notice.eastmoney.com/pdffile/web/H2_AN202101261454245898_1.pdf
舒华体育,已受理,主板企业,,中信证券股份有限公司,,北京市竞天公诚律师事务所,,天健会计律师事务所(特殊普通合伙),,否,,2019/6/27,80496722,AN202012011434755486,shty,https://notice.eastmoney.com/pdffile/web/H2_AN202012011434755486_1.pdf
上海行动教育科技,已受理,主板企业,,安信证券股份有限公司,,江苏世纪同仁律师事务所,,安永华明会计师事务所(特殊普通合伙),,否,,2019/6/27,80390790,AN202004211378354320,shxdjykj,https://notice.eastmoney.com/pdffile/web/H2_AN202004211378354320_1.pdf
上海新炬网络信息技术,已受理,主板企业,,中国国际金融股份有限公司,,国浩律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80994782,AN202101071448188417,shxjwlxxjs,https://notice.eastmoney.com/pdffile/web/H2_AN202101071448188417_1.pdf
上海沿浦金属制品,已反馈,主板企业,,中银国际证券股份有限公司,,上海市广发律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80968790,AN202008111397775738,shypjszp,https://notice.eastmoney.com/pdffile/web/H2_AN202008111397775738_1.pdf
上海中谷物流,已反馈,主板企业,,中国国际金融股份有限公司,,北京植德律师事务所,,致同会计师事务所(特殊普通合伙),,是,,2019/6/27,80468163,AN202008251401159122,shzgwl,https://notice.eastmoney.com/pdffile/web/H2_AN202008251401159122_1.pdf
思进智能成形装备,已受理,中小板,,国元证券股份有限公司,,上海市锦天城律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80439292,AN202011301434747301,sjzncxzb,https://notice.eastmoney.com/pdffile/web/H2_AN202011301434747301_1.pdf
森林包装集团,已受理,主板企业,,光大证券股份有限公司,,北京国枫律师事务所,,中汇会计师事务所(特殊普通合伙),,否,,2019/6/27,80995309,AN202012081437736656,slbzjt,https://notice.eastmoney.com/pdffile/web/H2_AN202012081437736656_1.pdf
三人行传媒集团,已反馈,主板企业,,兴业证券股份有限公司,,北京市中伦律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80403423,AN202004231378441196,srxcmjt*,https://notice.eastmoney.com/pdffile/web/H2_AN202004231378441196_1.pdf
盛视科技,已反馈,中小板,,招商证券股份有限公司,,国浩律师(深圳)事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80616324,AN202005121379623111,sskj,https://notice.eastmoney.com/pdffile/web/H2_AN202005121379623111_1.pdf
神通科技集团,已受理,主板企业,,广发证券股份有限公司,,国浩律师(杭州)事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80995079,AN202101061447674294,stkjjt,https://notice.eastmoney.com/pdffile/web/H2_AN202101061447674294_1.pdf
陕西北元化工集团,已受理,主板企业,,华泰联合证券有限责任公司,,北京市嘉源律师事务所,,希格玛会计师事务所(特殊普通合伙),,否,,2019/6/27,80139860,AN202009291418012553,sxbyhgjt*,https://notice.eastmoney.com/pdffile/web/H2_AN202009291418012553_1.pdf
山西壶化集团,已受理,中小板,,广发证券股份有限公司,,北京国枫律师事务所,,信永中和会计师事务所(特殊普通合伙),,否,,2019/6/27,80426001,AN202009061408472149,sxhhjt,https://notice.eastmoney.com/pdffile/web/H2_AN202009061408472149_1.pdf
山西华翔集团,已受理,主板企业,,国泰君安证券股份有限公司,,北京市康达律师事务所,,天健会计师事务所(特殊普通合伙),,否,,2019/6/27,80369437,AN202009011405041223,sxhxjt,https://notice.eastmoney.com/pdffile/web/H2_AN202009011405041223_1.pdf
陕西中天火箭技术,已反馈,中小板,,光大证券股份有限公司,,北京观韬中茂律师事务所,,中审众环会计师事务所(特殊普通合伙),,是,,2019/6/27,80635679,AN202009131411631583,sxzthjjs*,https://notice.eastmoney.com/pdffile/web/H2_AN202009131411631583_1.pdf
苏州华亚智能科技,预先披露更新,中小板,,东吴证券股份有限公司,,上海市锦天城律师事务所,,天衡会计师事务所(特殊普通合伙),,是,,2019/6/27,80922525,AN201812181271990498,szhyznkj,https://notice.eastmoney.com/pdffile/web/H2_AN201812181271990498_1.pdf
苏州金宏气体,预先披露更新,主板企业,,招商证券股份有限公司,,江苏益友天元律师事务所,,华普天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80206091,AN202006101383937124,szjhqt,https://notice.eastmoney.com/pdffile/web/H2_AN202006101383937124_1.pdf
苏州瑞玛精密工业,预先披露更新,中小板,,华林证券股份有限公司,,安徽承义律师事务所,,华普天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80975292,AN202002241375437953,szrmjmgy,https://notice.eastmoney.com/pdffile/web/H2_AN202002241375437953_1.pdf
苏州赛伍应用技术,预先披露更新,主板企业,,东吴证券股份有限公司,,上海市广发律师事务所,,天衡会计师事务所(特殊普通合伙),,是,,2019/6/27,80746563,AN202004171378125202,szswyyjs,https://notice.eastmoney.com/pdffile/web/H2_AN202004171378125202_1.pdf
苏州新锐合金工具,已受理,中小板,,东吴证券股份有限公司,,上海市锦天城律师事务所,,江苏公证天业会计师事务所(特殊普通合伙),,否,,2019/6/27,80457393,AN202010291424618575,szxrhjgj,https://notice.eastmoney.com/pdffile/web/H2_AN202010291424618575_1.pdf
同策房产咨询,已反馈,主板企业,,海际证券有限责任公司,,上海市锦天城律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/6/27,80190930,AN201512250012427340,tcfczx,https://notice.eastmoney.com/pdffile/web/H2_AN201512250012427340_1.pdf
天津同仁堂集团,已受理,主板企业,,民生证券股份有限公司,,天津嘉德恒时律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/6/27,80177263,AN201804201127189174,tjtrtjt,https://notice.eastmoney.com/pdffile/web/H2_AN201804201127189174_1.pdf
天津友发钢管集团,已受理,主板企业,,东兴证券股份有限公司,,北京德恒律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,81018317,AN202011231431875599,tjyfggjt,https://notice.eastmoney.com/pdffile/web/H2_AN202011231431875599_1.pdf
同庆楼餐饮,预先披露更新,主板企业,,国元证券股份有限公司,,上海市锦天城律师事务所,,华普天健会计师事务所(特殊普通合伙),,是,,2019/6/27,80509336,AN202007031389034695,tqlcy,https://notice.eastmoney.com/pdffile/web/H2_AN202007031389034695_1.pdf
