机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,简称,文件链接
九圣禾种业,预先披露更新,中小板,新疆,东方花旗证券有限公司,席睿&sbquo;李仅,北京市中伦文德律师事务所,朱登凯&sbquo;刘晓琴,大华会计师事务所(特殊普通合伙),刘耀辉&sbquo;薛祈明,是,农业,2018/6/14,80394732,AN201801161078189847,jshzy,https://notice.eastmoney.com/pdffile/web/H2_AN201801161078189847_1.pdf
江苏利通电子,预先披露更新,主板企业,江苏,国金证券股份有限公司,都晨辉&sbquo;朱玉华,北京安新律师事务所,高霞&sbquo;张敏,天健会计师事务所(特殊普通合伙),孙文军&sbquo;林旺,是,金属制品业,2018/6/14,80650874,AN201812101265936427,jsltdz,https://notice.eastmoney.com/pdffile/web/H2_AN201812101265936427_1.pdf
江苏荣成环保科技,已反馈,主板企业,江苏,兴业证券股份有限公司,余银华&sbquo;汪中毓,北京国枫律师事务所,曹一然&sbquo;陈志坚,大华会计师事务所(特殊普通合伙),高世茂&sbquo;霍耀俊,是,造纸和纸制品业,2018/6/14,80746562,AN201807061164328842,jsrchbkj,https://notice.eastmoney.com/pdffile/web/H2_AN201807061164328842_1.pdf
江苏神马电力,已反馈,主板企业,江苏,长江证券承销保荐有限公司,石一鸣&sbquo;金晓荣,广东信达律师事务所,麻云燕&sbquo;彭文文&sbquo;李敏,普华永道中天会计师事务所(特殊普通合伙),叶骏&sbquo;马燕,是,电气机械和器材制造业,2018/6/14,80746555,AN201907021336998002,jssmdl,https://notice.eastmoney.com/pdffile/web/H2_AN201907021336998002_1.pdf
江苏通灵电器,已反馈,主板企业,江苏,国元证券股份有限公司,罗欣&sbquo;佘超,上海市锦天城律师事务所,杨依见&sbquo;魏栋梁&sbquo;高倩,立信会计师事务所(特殊普通合伙),李惠丰&sbquo;钟建栋&sbquo;王克平,是,电气机械和器材制造业,2018/6/14,80444564,AN202007241393840359,jstldq,https://notice.eastmoney.com/pdffile/web/H2_AN202007241393840359_1.pdf
江苏伟康洁婧医疗器械,预先披露更新,主板企业,江苏,德邦证券股份有限公司,周杰&sbquo;汪先福,北京市中伦律师事务所,章小炎&sbquo;黄贞&sbquo;廖培宇,中汇会计师事务所(特殊普通合伙),孔令江&sbquo;刘中尽,是,专用设备制造业,2018/6/14,80701786,AN201906281336810731,jswkjjylqx,https://notice.eastmoney.com/pdffile/web/H2_AN201906281336810731_1.pdf
江苏紫金农村商业银行,预先披露更新,主板企业,江苏,中信建投证券股份有限公司,常亮&sbquo;周子昊,江苏世纪同仁律师事务所,徐蓓蓓&sbquo;蔡含含,江苏苏亚金诚会计师事务所(特殊普通合伙),周琼&sbquo;陈东阳,是,货币金融服务,2018/6/14,80073199,AN201811251251544210,jszjncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201811251251544210_1.pdf
聚信国际租赁,预先披露更新,主板企业,上海,国泰君安证券股份有限公司,杨志杰&sbquo;业敬轩,北京市金杜律师事务所,靳庆军&sbquo;张恒顺,立信会计师事务所(特殊普通合伙),朱耀中&sbquo;潘陈,是,租赁业,2018/6/14,80393777,AN201607150016596674,jxgjzl,https://notice.eastmoney.com/pdffile/web/H2_AN201607150016596674_1.pdf
科博达技术,已反馈,主板企业,上海,中国国际金融股份有限公司,沈俊&sbquo;唐加威,北京市君合律师事务所,邵春阳&sbquo;李辰亮&sbquo;钱弋浅,众华会计师事务所(特殊普通合伙),朱依君&sbquo;郑娴丽,是,汽车制造业,2018/6/14,80170445,AN201909031346186308,kbdjs,https://notice.eastmoney.com/pdffile/web/H2_AN201909031346186308_1.pdf
兰考瑞华环保电力,预先披露更新,主板企业,河南,长江证券承销保荐有限公司,宋时凤&sbquo;王运奎,北京金诚同达律师事务所,贺维&sbquo;邵国忠&sbquo;田滨,中兴华会计师事务所(特殊普通合伙),李菊洁&sbquo;高娜,是,电力、热力生产和供应业,2018/6/14,80456040,AN202012091438271176,lkrhhbdl,https://notice.eastmoney.com/pdffile/web/H2_AN202012091438271176_1.pdf
乐元素科技(北京),预先披露更新,主板企业,北京,华泰联合证券有限责任公司,许楠&sbquo;张鹏,北京市金杜律师事务所,姜翼凤&sbquo;孙及,安永华明会计师事务所(特殊普通合伙),宋从越&sbquo;韩睿,是,互联网和相关服务,2018/6/14,80624366,AN201804121122139451,lyskjbj,https://notice.eastmoney.com/pdffile/web/H2_AN201804121122139451_1.pdf
兰州银行,预先披露更新,中小板,甘肃,中信建投证券股份有限公司,曾琨杰&sbquo;田斌,北京大成律师事务所,张刚&sbquo;赵宏伟&sbquo;唐凌,致同会计师事务所(特殊普通合伙),李惠琦&sbquo;傅智勇,是,货币金融服务,2018/6/14,80056162,AN201804041117761561,lzyx,https://notice.eastmoney.com/pdffile/web/H2_AN201804041117761561_1.pdf
密尔克卫化工供应链服务,已通过发审会,主板企业,上海,中德证券有限责任公司,王僚俊&sbquo;黄庆伟,国浩律师(上海)事务所,倪俊骥&sbquo;余蕾&sbquo;葛嘉琪,天职国际会计师事务所(特殊普通合伙),叶慧&sbquo;郭海龙,是,装卸搬运和运输代理业,2018/6/14,80653644,AN201807021161725870,mekwhggylfw,https://notice.eastmoney.com/pdffile/web/H2_AN201807021161725870_1.pdf
毛戈平化妆品,预先披露更新,主板企业,浙江,长江证券承销保荐有限公司,陈知麟&sbquo;王初,北京国枫律师事务所,臧欣&sbquo;李洁,天健会计师事务所(特殊普通合伙),盛伟民&sbquo;高丽,是,化妆品制造行业,2018/6/14,80605377,AN201709110876295278,mgphzp,https://notice.eastmoney.com/pdffile/web/H2_AN201709110876295278_1.pdf
明阳智慧能源集团,已反馈,主板企业,广东,申万宏源证券承销保荐有限责任公司,肇睿&sbquo;袁樯,北京市天元律师事务所,谭清&sbquo;曲秋明,致同会计师事务所(特殊普通合伙),王涛&sbquo;周玉薇,是,通用设备制造业,2018/6/14,80192552,AN201901091283567820,myzhnyjt,https://notice.eastmoney.com/pdffile/web/H2_AN201901091283567820_1.pdf
宁波柯力传感科技,中止审查,主板企业,宁波,国信证券股份有限公司,顾盼&sbquo;陈航飞,北京市君合律师事务所,邵春阳&sbquo;冯诚,立信会计师事务所(特殊普通合伙),罗国芳&sbquo;陈炎,是,仪器仪表制造业,2018/6/14,80318679,AN201907241341025731,nbklcgkj,https://notice.eastmoney.com/pdffile/web/H2_AN201907241341025731_1.pdf
宁波球冠电缆,预先披露更新,主板企业,宁波,光大证券股份有限公司,嵇登科&sbquo;丁筱云,北京市炜衡律师事务所,陈建荣&sbquo;任秀芳,立信会计师事务所(特殊普通合伙),李惠丰&sbquo;钟建栋&sbquo;杜娜,是,电气机械和器材制造业,2018/6/14,80455793,AN201804041117761562,nbqgdl,https://notice.eastmoney.com/pdffile/web/H2_AN201804041117761562_1.pdf
宁波水表,预先披露更新,主板企业,宁波,国元证券股份有限公司,束学岭&sbquo;王晨,上海市广发律师事务所,许平文&sbquo;施敏&sbquo;何彦,立信会计师事务所(特殊普通合伙),罗国芳&sbquo;王哲斌,是,仪器仪表制造业,2018/6/14,80050975,AN201901081283251585,nbsb,https://notice.eastmoney.com/pdffile/web/H2_AN201901081283251585_1.pdf
宁波兴瑞电子科技,预先披露更新,中小板,宁波,国海证券股份有限公司,周琢&sbquo;覃涛,北京市中伦律师事务所,顾平宽&sbquo;王川&sbquo;阳靖,天健会计师事务所(特殊普通合伙),黄元喜&sbquo;金东伟,是,计算机、通信和其他电子设备制造业,2018/6/14,80650873,AN201809101192513744,nbxrdzkj,https://notice.eastmoney.com/pdffile/web/H2_AN201809101192513744_1.pdf
宁波永新光学,预先披露更新,主板企业,宁波,海通证券股份有限公司,王韬&sbquo;沈亮亮,国浩律师(上海)事务所,刘维&sbquo;张隽&sbquo;王恺,天健会计师事务所(特殊普通合伙),钱仲先&sbquo;曹毅,是,仪器仪表制造业,2018/6/14,80312598,AN201808271183551559,nbyxgx,https://notice.eastmoney.com/pdffile/web/H2_AN201808271183551559_1.pdf
南华期货,预先披露更新,主板企业,浙江,中信证券股份有限公司,周宇&sbquo;吴浩,北京金诚同达律师事务所,刘胤宏&sbquo;张晓明&sbquo;郑晓东,天健会计师事务所(特殊普通合伙),施其林&sbquo;章磊,是,资本市场服务,2018/6/14,80080089,AN201908201344653419,nhqh,https://notice.eastmoney.com/pdffile/web/H2_AN201908201344653419_1.pdf
南京泉峰汽车精密技术,已反馈,主板企业,江苏,中国国际金融股份有限公司,梁勇&sbquo;王浩,北京市嘉源律师事务所,王元&sbquo;傅扬远,德勤华永会计师事务所(特殊普通合伙),虞扬&sbquo;步君,是,汽车制造业,2018/6/14,80746557,AN201904171320150925,njqfqcjmjs,https://notice.eastmoney.com/pdffile/web/H2_AN201904171320150925_1.pdf
南京威尔药业,预先披露更新,主板企业,江苏,中信建投证券股份有限公司,罗贵均&sbquo;刘建亮,北京市君合律师事务所,赵君&sbquo;蒋文俊,信永中和会计师事务所(特殊普通合伙),石柱&sbquo;沙曙东,是,化学原料和化学制品制造业,2018/6/14,80718100,AN201901131284463222,njweyy,https://notice.eastmoney.com/pdffile/web/H2_AN201901131284463222_1.pdf
南通超达装备,已反馈,主板企业,江苏,中泰证券股份有限公司,周扣山&sbquo;马国庆,北京市环球律师事务所,秦伟&sbquo;刘文娟,天衡会计师事务所(特殊普通合伙),常桂华&sbquo;彭灿,是,专用设备制造业,2018/6/14,80601327,AN201811021232775340,ntcdzb,https://notice.eastmoney.com/pdffile/web/H2_AN201811021232775340_1.pdf
南通海星电子,已反馈,主板企业,江苏,安信证券股份有限公司,王耀&sbquo;田士超,国浩律师(上海)事务所,李强&sbquo;李辰&sbquo;陈昱申,天健会计师事务所(特殊普通合伙),朱国刚&sbquo;徐文生,是,计算机、通信和其他电子设备制造业,2018/6/14,80746560,AN201907301341579182,nthxdz,https://notice.eastmoney.com/pdffile/web/H2_AN201907301341579182_1.pdf
宁夏宝丰能源集团,已反馈,主板企业,宁夏,中信证券股份有限公司,黄超&sbquo;曾春,北京市嘉源律师事务所,易建胜&sbquo;黄娜,安永华明会计师事务所(特殊普通合伙),安秀艳&sbquo;董楠,是,化学原料和化学制品制造业,2018/6/14,80083603,AN201904281323783243,nxbfnyjt,https://notice.eastmoney.com/pdffile/web/H2_AN201904281323783243_1.pdf
鹏鼎控股(深圳),预先披露更新,中小板,深圳,华泰联合证券有限责任公司,王平&sbquo;宁小波,上海市方达律师事务所,蒋雪雁&sbquo;李田,普华永道中天会计师事务所(特殊普通合伙),刘伟&sbquo;王韧之,是,计算机、通信和其他电子设备制造业,2018/6/14,80303276,AN201809031187562840,pdkgsc,https://notice.eastmoney.com/pdffile/web/H2_AN201809031187562840_1.pdf
确成硅化学,预先披露更新,主板企业,江苏,中信建投证券股份有限公司,冷鲲&sbquo;孔林杰,江苏世纪同仁律师事务所,王长平&sbquo;华诗影,立信会计师事务所(特殊普通合伙),张松柏&sbquo;王法亮,是,化学原料和化学制品制造业,2018/6/14,80439109,AN202011241432226012,qcghx,https://notice.eastmoney.com/pdffile/web/H2_AN202011241432226012_1.pdf
青岛百洋医药,已反馈,主板企业,青岛,广发证券股份有限公司,于方亮&sbquo;魏妩菡,北京市天元律师事务所,谭清&sbquo;曲秋明,广东正中珠江会计师事务所(特殊普通合伙),熊永忠&sbquo;杨新春,是,批发业,2018/6/14,80902074,AN202012101438668617,qdbyyy,https://notice.eastmoney.com/pdffile/web/H2_AN202012101438668617_1.pdf
青岛港国际,预先披露更新,主板企业,青岛,中信证券股份有限公司,叶建中&sbquo;董文,北京市嘉源律师事务所,史震健&sbquo;李丽&sbquo;刘静,普华永道中天会计师事务所(特殊普通合伙),李雪梅&sbquo;胡显霞,是,水上运输业,2018/6/14,80179558,AN201901071282968390,qdggj,https://notice.eastmoney.com/pdffile/web/H2_AN201901071282968390_1.pdf
青岛海容商用冷链,已通过发审会,主板企业,青岛,国金证券股份有限公司,刘昊拓&sbquo;廖卫平,北京市君泽君律师事务所,赵世焰&sbquo;申文浩,信永中和会计师事务所(特殊普通合伙),毕强&sbquo;唐守东,是,通用设备制造业,2018/6/14,80373558,AN201811141245673651,qdhrsyll,https://notice.eastmoney.com/pdffile/web/H2_AN201811141245673651_1.pdf
青岛农村商业银行,预先披露更新,中小板,青岛,招商证券股份有限公司,吴喻慧&sbquo;宁博,江苏世纪同仁律师事务所,徐蓓蓓&sbquo;蔡含含,毕马威华振会计师事务所(特殊普通合伙),王立鹏&sbquo;黄艾舟,是,货币金融服务,2018/6/14,80289654,AN201902181297803352,qdncsyyx,https://notice.eastmoney.com/pdffile/web/H2_AN201902181297803352_1.pdf
青岛日辰食品,预先披露更新,主板企业,青岛,广发证券股份有限公司,阎鹏&sbquo;陈凤华,北京德和衡律师事务所,郭芳晋&sbquo;郭恩颖&sbquo;张淼晶,中兴华会计师事务所(特殊普通合伙),吕建幕&sbquo;刁乃双,是,食品制造业,2018/6/14,80650856,AN201908141343416652,qdrcsp,https://notice.eastmoney.com/pdffile/web/H2_AN201908141343416652_1.pdf
青岛森麒麟轮胎,已反馈,中小板,青岛,海通证券股份有限公司,顾峥&sbquo;焦阳,北京德恒律师事务所,官昌罗&sbquo;吴楠楠,信永中和会计师事务所(特殊普通合伙),毕强&sbquo;潘素娇,是,橡胶和塑料制品业,2018/6/14,80909928,AN202008301404363838,qdsqllt,https://notice.eastmoney.com/pdffile/web/H2_AN202008301404363838_1.pdf
乔丹体育,已通过发审会,主板企业,福建,中银国际证券有限责任公司,和岩彬&sbquo;李广超,福建至理律师事务所,蔡钟山&sbquo;蒋浩,安永华明会计师事务所(特殊普通合伙),费凡&sbquo;刘雪瑾,是,制造业,2018/6/14,80191156,,qdty,https://notice.eastmoney.com/pdffile/web/H2__1.pdf
青岛蔚蓝生物,预先披露更新,主板企业,青岛,广发证券股份有限公司,王慧能&sbquo;陈凤华,北京市海润律师事务所,李伟&sbquo;穆曼怡,瑞华会计师事务所(特殊普通合伙),王传顺&sbquo;胡乃忠,是,食品制造业,2018/6/14,80653643,AN201901011281177919,qdwlsw,https://notice.eastmoney.com/pdffile/web/H2_AN201901011281177919_1.pdf
青岛银行,预先披露更新,中小板,青岛,中信证券股份有限公司,吴凌&sbquo;宋建洪,北京市金杜律师事务所,苏峥&sbquo;李元媛,毕马威华振会计师事务所(特殊普通合伙),王立鹏&sbquo;唐莹慧,是,货币金融服务,2018/6/14,80046098,AN201812121267523739,qdyx,https://notice.eastmoney.com/pdffile/web/H2_AN201812121267523739_1.pdf
瑞达期货,预先披露更新,中小板,厦门,中信证券股份有限公司,姜颖&sbquo;殷雄,北京市中伦律师事务所,郭克军&sbquo;姚启明&sbquo;秦大海,致同会计师事务所(特殊普通合伙),陈纹&sbquo;江福源,是,金融业,2018/6/14,80103804,AN201908251345055364,rdqh,https://notice.eastmoney.com/pdffile/web/H2_AN201908251345055364_1.pdf
四川福蓉科技,已反馈,主板企业,四川,光大证券股份有限公司,伍仁瓞&sbquo;成鑫,福建至理律师事务所,蒋浩&sbquo;魏吓虹&sbquo;蒋慧,福建华兴会计师事务所(特殊普通合伙),陈蓁&sbquo;陈雅芳,是,计算机、通信和其他电子设备制造业,2018/6/14,80746570,AN201905091328355427,scfrkj,https://notice.eastmoney.com/pdffile/web/H2_AN201905091328355427_1.pdf
神驰机电,已反馈,主板企业,重庆,华西证券股份有限公司,陈军&sbquo;邹明春,国浩律师(重庆)事务所,周媛&sbquo;黄冬梅&sbquo;雷美玲,四川华信(集团)会计师事务所(特殊普通合伙),袁广明&sbquo;周平,是,通用设备制造业,2018/6/14,80608166,AN201912171371880207,scjd,https://notice.eastmoney.com/pdffile/web/H2_AN201912171371880207_1.pdf
四川金时科技,已反馈,中小板,四川,中信证券股份有限公司,梁勇&sbquo;牛振松,北京市中伦律师事务所,任理峰&sbquo;黄平&sbquo;段博文,江苏公证天业会计师事务所(特殊普通合伙),刘勇&sbquo;陆新涛,是,印刷和记录媒介复制业,2018/6/14,80732971,AN201903041302577870,scjskj,https://notice.eastmoney.com/pdffile/web/H2_AN201903041302577870_1.pdf
深圳科瑞技术,已反馈,中小板,深圳,国海证券股份有限公司,许超&sbquo;关建宇,国浩律师(深圳)事务所,余平&sbquo;幸黄华,瑞华会计师事务所(特殊普通合伙),殷建民&sbquo;崔永强,是,专用设备制造业,2018/6/14,80746566,AN201907151338711725,sckrjs,https://notice.eastmoney.com/pdffile/web/H2_AN201907151338711725_1.pdf
深圳市华阳国际工程设计,已反馈,中小板,深圳,中信证券股份有限公司,孔少锋&sbquo;张新,北京大成律师事务所,高雯&sbquo;谷志威,致同会计师事务所(特殊普通合伙),刘维&sbquo;廖金辉,是,专业技术服务业,2018/6/14,80470162,AN201902121294689159,scshygjgcsj,https://notice.eastmoney.com/pdffile/web/H2_AN201902121294689159_1.pdf
四川天味食品集团,已受理,主板企业,四川,东兴证券股份有限公司,丁淑洪&sbquo;曾冠,北京市中伦律师事务所,陈益文&sbquo;韩晶晶,信永中和会计师事务所(特殊普通合伙),何勇&sbquo;谢芳,是,食品制造业,2018/6/14,80287931,AN201904011313232817,sctwspjt,https://notice.eastmoney.com/pdffile/web/H2_AN201904011313232817_1.pdf
深圳通业科技,预先披露更新,主板企业,深圳,招商证券股份有限公司,徐国振&sbquo;黄华,广东信达律师事务所,任宝明&sbquo;陈锦屏,上会会计师事务所(特殊普通合伙),张力&sbquo;张霞,是,铁路、船舶、航空航天和其他运输设备制造业,2018/6/14,80462132,AN201911081370583663,sctykj,https://notice.eastmoney.com/pdffile/web/H2_AN201911081370583663_1.pdf
首创置业,已反馈,主板企业,北京,中信建投证券股份有限公司&sbquo;第一创业证券承销保荐有限责任公司,侯世飞&sbquo;戴菲&sbquo;隋玉瑶&sbquo;刘晓俊,北京市君泽君律师事务所,王燕萍&sbquo;赵磊,普华永道中天会计师事务所(特殊普通合伙),陈静&sbquo;刘佳,是,房地产业,2018/6/14,80032009,AN201611180110198646,sczy,https://notice.eastmoney.com/pdffile/web/H2_AN201611180110198646_1.pdf
山东元利科技,已受理,主板企业,山东,中泰证券股份有限公司,曾丽萍&sbquo;王飞,北京国枫律师事务所,刘斯亮&sbquo;徐明,天职国际会计师事务所(特殊普通合伙),张居忠&sbquo;朱广超&sbquo;解小雨,否,化学原料和化学制品制造业,2018/6/14,80410734,AN201905201331024092,sdylkj,https://notice.eastmoney.com/pdffile/web/H2_AN201905201331024092_1.pdf
上海阿波罗机械,中止审查,主板企业,上海,东北证券股份有限公司,葛建伟&sbquo;王振刚,北京国枫律师事务所,马哲&sbquo;臧欣,信永中和会计师事务所(特殊普通合伙),李耀忠&sbquo;赵小刚,是,专用设备制造业,2018/6/14,80204983,AN201708020765176420,shabljx,https://notice.eastmoney.com/pdffile/web/H2_AN201708020765176420_1.pdf
上海汇得科技,已通过发审会,主板企业,上海,东方花旗证券有限公司,于力&sbquo;张勇,上海市锦天城律师事务所,沈国权&sbquo;郁振华&sbquo;赵东,立信会计师事务所(特殊普通合伙),陈黎&sbquo;朱杰,是,化学原料和化学制品制造业,2018/6/14,80662790,AN201807241169781374,shhdkj,https://notice.eastmoney.com/pdffile/web/H2_AN201807241169781374_1.pdf
上海华培动力科技,已反馈,主板企业,上海,国金证券股份有限公司,李爽&sbquo;王可,通力律师事务所,王利民&sbquo;陈军,立信会计师事务所(特殊普通合伙),李萍&sbquo;张进东,是,汽车制造业,2018/6/14,80662791,AN201812041259128833,shhpdlkj,https://notice.eastmoney.com/pdffile/web/H2_AN201812041259128833_1.pdf
上海晶丰明源半导体,预先披露更新,主板企业,上海,广发证券股份有限公司,孟晓翔&sbquo;林文坛,国浩律师(杭州)事务所,王侃&sbquo;孙敏虎,立信会计师事务所(特殊普通合伙),唐国骏&sbquo;谢嘉,是,软件和信息技术服务业,2018/6/14,80701789,AN201910071368137471,shjfmybdt,https://notice.eastmoney.com/pdffile/web/H2_AN201910071368137471_1.pdf
上海漫道金融信息服务,预先披露更新,主板企业,上海,平安证券股份有限公司,邹文琦&sbquo;盛金龙,北京大成律师事务所,刘俊哲&sbquo;蔡克亮,中兴财光华会计师事务所(特殊普通合伙),孙国伟&sbquo;许洪磊,是,互联网和相关服务,2018/6/14,80440000,AN201801171078684193,shmdjrxxfw,https://notice.eastmoney.com/pdffile/web/H2_AN201801171078684193_1.pdf
上海米哈游网络科技,预先披露更新,主板企业,上海,华林证券股份有限公司,张敏涛&sbquo;崔永新,国浩律师(上海)事务所,刘维&sbquo;林琳,德勤华永会计师事务所(特殊普通合伙),胡旻&sbquo;陈晨,是,互联网和相关服务,2018/6/14,80628275,AN201801050012974849,shmhywlkj,https://notice.eastmoney.com/pdffile/web/H2_AN201801050012974849_1.pdf
上海秦森园林,预先披露更新,主板企业,上海,光大证券股份有限公司,谭轶铭&sbquo;曹路,北京大成律师事务所,龚丽艳&sbquo;宋琳琳&sbquo;杨明星,天健会计师事务所(特殊普通合伙),卢娅萍&sbquo;唐彬彬,是,土木工程建筑业,2018/6/14,80398707,AN201801171078684188,shqsyl,https://notice.eastmoney.com/pdffile/web/H2_AN201801171078684188_1.pdf
舒华体育,已受理,主板企业,福建,华菁证券有限公司,刘志海&sbquo;李小岩,北京市竞天公诚律师事务所,章志强&sbquo;李达,天健会计师事务所(特殊普通合伙),黄志恒&sbquo;章天赐,是,文教、工美、体育、娱乐用品制造业,2018/6/14,80496722,AN202012011434755486,shty,https://notice.eastmoney.com/pdffile/web/H2_AN202012011434755486_1.pdf
上海威派格智慧水务,已反馈,主板企业,上海,中信建投证券股份有限公司,张星明&sbquo;李波,北京国枫律师事务所,臧欣&sbquo;薛玉婷,瑞华会计师事务所(特殊普通合伙),王需如&sbquo;田晓,是,专用设备制造,2018/6/14,80479786,AN201902101294058661,shwpgzhsw,https://notice.eastmoney.com/pdffile/web/H2_AN201902101294058661_1.pdf
上海行动教育科技,预先披露更新,主板企业,上海,安信证券股份有限公司,任国栋&sbquo;王凯,江苏世纪同仁律师事务所,杨亮&sbquo;胡罗曼,天健会计师事务所(特殊普通合伙),曹小勤&sbquo;林晶,是,教育,2018/6/14,80390790,AN202004211378354320,shxdjykj,https://notice.eastmoney.com/pdffile/web/H2_AN202004211378354320_1.pdf
上海新农饲料,预先披露更新,主板企业,上海,华西证券股份有限公司,刘静芳&sbquo;李健,上海市瑛明律师事务所,陈志军&sbquo;陈莹莹,立信会计师事务所(特殊普通合伙),刘云&sbquo;郑凌云,是,农副食品加工业,2018/6/14,80397628,AN202007031389246602,shxnsl,https://notice.eastmoney.com/pdffile/web/H2_AN202007031389246602_1.pdf
上海永冠众诚新材料科技(集团),预先披露更新,主板企业,上海,东兴证券股份有限公司,葛馨&sbquo;廖晴飞,上海市广发律师事务所,许平文&sbquo;施敏&sbquo;李伟一,中汇会计师事务所(特殊普通合伙),黄继佳&sbquo;于薇薇,是,化学原料和化学制品制造业,2018/6/14,80373845,AN201902191298165610,shygzcxclkjjt,https://notice.eastmoney.com/pdffile/web/H2_AN201902191298165610_1.pdf
上海雅运纺织化工,预先披露更新,主板企业,上海,广发证券股份有限公司,王鑫&sbquo;张鹏,上海市广发律师事务所,许平文&sbquo;陈洁&sbquo;陈晓敏,立信会计师事务所(特殊普通合伙),杨志平&sbquo;瞿玉敏,是,化学原料和化学制造品制造业,2018/6/14,80662786,AN201808281184138671,shyyfzhg,https://notice.eastmoney.com/pdffile/web/H2_AN201808281184138671_1.pdf
上海移远通信技术,已反馈,主板企业,上海,招商证券股份有限公司,肖雁&sbquo;张健,上海市锦天城律师事务所,李云龙&sbquo;李和金,立信会计师事务所(特殊普通合伙),朱伟&sbquo;陈科举&sbquo;唐伟,是,计算机、通信和其他电子设备制造业,2018/6/14,80436320,AN201907031337108217,shyytxjs,https://notice.eastmoney.com/pdffile/web/H2_AN201907031337108217_1.pdf
上海之江生物科技,预先披露更新,主板企业,上海,东方花旗证券有限公司,杨振慈&sbquo;汪岳,北京大成律师事务所,张伟&sbquo;王恩顺&sbquo;游弋&sbquo;王越,立信会计师事务所(特殊普通合伙),张建新&sbquo;司维&sbquo;覃剑锋,是,医药制造业,2018/6/14,80453302,AN202101111449686308,shzjswkj,https://notice.eastmoney.com/pdffile/web/H2_AN202101111449686308_1.pdf
赛克思液压科技,已反馈,主板企业,宁波,财通证券股份有限公司,周斌烽&sbquo;刘建毅,北京市金杜律师事务所,陈旭楠&sbquo;冯艾,瑞华会计师事务所(特殊普通合伙),徐殷鹏&sbquo;叶凌超,是,通用设备制造业,2018/6/14,80734446,AN201712221069481306,sksyykj,https://notice.eastmoney.com/pdffile/web/H2_AN201712221069481306_1.pdf
赛特威尔电子,预先披露更新,主板企业,宁波,国泰君安证券股份有限公司,陈轶劭&sbquo;韩文奇,北京市康达律师事务所,李赫&sbquo;石志远,天职国际会计师事务所(特殊普通合伙),叶慧&sbquo;李靖豪,是,计算机、通信和其他电子设备制造业,2018/6/14,80650855,AN201804131123061845,stwedz,https://notice.eastmoney.com/pdffile/web/H2_AN201804131123061845_1.pdf
陕西西凤酒,预先披露更新,主板企业,陕西,中信证券股份有限公司,唐亮&sbquo;牛振松,国浩律师(上海)事务所,赵威&sbquo;秦桂森&sbquo;汤荣龙,立信会计师事务所(特殊普通合伙),谢骞&sbquo;任智磊,是,酒、饮料和精制茶制造业,2018/6/14,80044005,AN201805021134965751,sxxfj,https://notice.eastmoney.com/pdffile/web/H2_AN201805021134965751_1.pdf
苏州富士莱医药,已反馈,主板企业,江苏,华林证券股份有限公司,刘天宝&sbquo;周宇,北京市万商天勤律师事务所,袁成&sbquo;颜强&sbquo;高森,华普天健会计师事务所(特殊普通合伙),宁云&sbquo;黄晓奇&sbquo;周文亮,是,医药制造业,2018/6/14,80444281,AN201810191217261852,szfslyy,https://notice.eastmoney.com/pdffile/web/H2_AN201810191217261852_1.pdf
苏州工业园区凌志软件,预先披露更新,主板企业,江苏,天风证券股份有限公司,杨晓&sbquo;张静,上海市锦天城律师事务所,丁启伟&sbquo;谢静,众华会计师事务所(特殊普通合伙),李文祥&sbquo;刘磊,是,软件和信息技术服务业,2018/6/14,80373613,AN202004291379054657,szgyyqlzrj,https://notice.eastmoney.com/pdffile/web/H2_AN202004291379054657_1.pdf
苏州恒铭达电子科技,预先披露更新,中小板,江苏,国金证券股份有限公司,王培华&sbquo;付焱鑫,北京市中伦律师事务所,车千里&sbquo;田雅雄,大信会计师事务所(特殊普通合伙),陈修俭&sbquo;钟本庆&sbquo;赵衍刚,是,计算机、通信和其他电子设备制造业,2018/6/14,80692117,AN201901211287428132,szhmddzkj,https://notice.eastmoney.com/pdffile/web/H2_AN201901211287428132_1.pdf
苏州金宏气体,预先披露更新,主板企业,江苏,招商证券股份有限公司,杨斐斐&sbquo;王森鹤,江苏益友天元律师事务所,陶奕&sbquo;庞磊&sbquo;卜浩,华普天健会计师事务所(特殊普通合伙),宋文&sbquo;汪健,是,化学原料和化学制品制造业,2018/6/14,80206091,AN202006101383937124,szjhqt,https://notice.eastmoney.com/pdffile/web/H2_AN202006101383937124_1.pdf
苏州龙杰特种纤维,已反馈,主板企业,江苏,国信证券股份有限公司,王攀&sbquo;欧阳志华,北京市中伦律师事务所,任理峰&sbquo;帅丽娜,江苏公证天业会计师事务所(特殊普通合伙),刘勇&sbquo;刘一红,是,化学纤维制造业,2018/6/14,80202085,AN201901021281591725,szljtzxw,https://notice.eastmoney.com/pdffile/web/H2_AN201901021281591725_1.pdf
